chr	start	end	strand
chr1	39957411	39958200	-
chr1	39957830	40093469	+
chr1	40281941	40429547	+
chr1	40557352	40557624	+
chr1	40648328	40691894	+
chr1	40847577	40849396	+
chr1	42908110	42969369	+
chr1	43098865	43155525	-
chr1	43149378	43181908	+
chr1	43502613	43642791	+
chr1	43530612	43531522	-
chr1	43791456	43884626	-
chr1	43884848	43887087	+
chr1	43986020	44000416	-
chr1	43990505	44072926	+
chr1	44137411	44176806	-
chr1	44158481	44159626	+
chr1	44175801	44240886	+
chr1	44204364	44204631	-
chr1	44520783	44521094	-
chr1	45368476	45410074	+
chr1	45851749	45852218	-
chr1	45852258	45884671	+
chr1	45937489	45938381	-
chr1	45938327	45938980	+
chr1	46132797	46133028	-
chr1	46860953	46911017	-
chr1	46909253	46921357	+
chr1	51519294	51537088	-
chr1	51534662	51538856	+
chr1	52167693	52176845	-
chr1	52176284	52230467	+
chr1	52212810	52290142	-
chr1	52288904	52291820	+
chr1	52504080	52556893	-
chr1	52556837	52585994	+
chr1	52687553	52710743	+
chr1	52783772	52785564	+
chr1	52825979	52874608	-
chr1	52901265	52901619	-
chr1	52901880	52917258	+
chr1	53338779	53353861	-
chr1	53353931	53384289	+
chr1	53370190	53370477	-
chr1	53397623	53409579	-
chr1	53806248	53842083	-
chr1	53841334	53842559	+
chr1	53880061	53880853	-
chr1	54426619	54500638	-
chr1	54519918	54629642	-
chr1	54614807	54621851	+
chr1	54678431	54983228	-
chr1	55033783	55085884	-
chr1	55084413	55086560	+
chr1	55108742	55112328	-
chr1	55109674	55150758	+
chr1	55131754	55144723	-
chr1	55177586	55188033	-
chr1	55184602	55220873	+
chr1	55272461	55272951	+
chr1	55563693	55564055	-
chr1	55864039	55865503	+
chr1	56838891	56839233	-
chr1	57431450	57463995	-
chr1	57434454	57452052	+
chr1	57463586	57477477	+
chr1	58003960	58026923	-
chr1	58027059	58027282	+
chr1	58051977	58052760	-
chr1	58438026	58449906	-
chr1	58449258	58481238	+
chr1	58464435	58502371	-
chr1	58502070	58522509	+
chr1	58514043	58561787	-
chr1	58561970	58574476	+
chr1	58575919	58643134	-
chr1	58643230	58655907	+
chr1	58709295	58709901	-
chr1	58709434	58716010	+
chr1	58767769	58784345	-
chr1	58768015	58831130	+
chr1	58799373	58800514	-
chr1	58830217	58830976	-
chr1	58852188	58914115	+
chr1	58949057	59030333	-
chr1	59029929	59055576	+
chr1	59176675	59180559	+
chr1	59212124	59294096	-
chr1	59356443	59373533	-
chr1	59372111	59374126	+
chr1	59515510	59515969	-
chr1	59532658	59549182	+
chr1	59536778	59538706	-
chr1	59690800	59727671	-
chr1	59727671	59778220	+
chr1	59741134	59741681	-
chr1	59812240	59821081	-
chr1	59812374	60058006	+
chr1	60124079	60155863	-
chr1	60155069	60176856	+
chr1	60187111	60216660	+
chr1	60229973	60237187	-
chr1	60230212	60447856	+
chr1	60397734	60400379	-
chr1	60466504	60546967	+
chr1	60484164	60623573	-
chr1	60623837	60624607	+
chr1	60636308	60636858	-
chr1	60636937	60637603	+
chr1	60683495	60684451	-
chr1	60684547	60685416	+
chr1	60760807	60762562	+
chr1	60914675	60915001	+
chr1	62725217	62726197	-
chr1	62725736	62726167	+
chr1	62749186	62752999	-
chr1	62749855	62869704	+
chr1	62766435	62771773	-
chr1	63087795	63162620	-
chr1	63160105	63204571	+
chr1	63183247	63223263	-
chr1	63223416	63230450	+
chr1	63777197	63804609	+
chr1	64069819	64168892	-
chr1	64165528	64170096	+
chr1	64336542	64352216	-
chr1	64342080	64353534	+
chr1	64384640	64385363	-
chr1	64419893	64422489	-
chr1	64420793	64424236	+
chr1	64570507	64579301	-
chr1	64579421	64673552	+
chr1	64647635	64663790	-
chr1	64736662	64737250	-
chr1	64737683	64773336	+
chr1	64824755	65003385	-
chr1	64972606	64975280	+
chr1	65040480	65041147	-
chr1	65153923	65160053	-
chr1	65154842	65161074	+
chr1	65200160	65233051	-
chr1	65224358	65334396	+
chr1	66746799	66747308	-
chr1	66747394	66840893	+
chr1	66760216	66909918	-
chr1	66862724	66865097	+
chr1	66909368	66911832	+
chr1	69733407	69734735	+
chr1	71147001	71150144	+
chr1	71148271	71149144	-
chr1	71603241	71603649	-
chr1	71603723	71630789	+
chr1	71627252	71699820	-
chr1	71699918	71700428	+
chr1	71777898	71778397	+
chr1	71962020	71963703	-
chr1	71963928	71964541	+
chr1	71981348	71985069	-
chr1	71985388	71985853	+
chr1	72014548	72015182	+
chr1	72034942	72035252	+
chr1	72059863	72060830	-
chr1	72153082	72153723	-
chr1	72200713	72258730	-
chr1	72272856	72310898	+
chr1	72353866	72354711	+
chr1	72474452	72475238	-
chr1	72475392	72476275	+
chr1	72610801	72611106	-
chr1	72628703	72630065	-
chr1	72629826	72683039	+
chr1	72757379	72757803	-
chr1	72757816	72770895	+
chr1	73951645	74061558	-
chr1	74044858	74048843	+
chr1	74273555	74284397	-
chr1	74274143	74357302	+
chr1	74323819	74351171	-
chr1	74412368	74455162	+
chr1	74414103	74444847	-
chr1	74472206	74552403	-
chr1	74552601	74586657	+
chr1	74607923	74647974	-
chr1	74633975	74641132	+
chr1	74708318	74791370	+
chr1	74744736	74745407	-
chr1	74759042	74762232	-
chr1	74863119	74863584	-
chr1	74863578	74880091	+
chr1	75120242	75139704	-
chr1	75121543	75123376	+
chr1	75137424	75152229	+
chr1	75164742	75215847	-
chr1	75165215	75171365	+
chr1	75188699	75215076	+
chr1	75232196	75233468	-
chr1	75232981	75244480	+
chr1	75248207	75248638	-
chr1	75301849	75313962	-
chr1	75313637	75314763	+
chr1	75387739	75441242	+
chr1	75395759	75397478	-
chr1	75517431	75518433	-
chr1	75518097	75557897	+
chr1	77276363	77277259	+
chr1	78405486	78486057	-
chr1	78481325	78489213	+
chr1	78533573	78534211	-
chr1	78534623	78535285	+
chr1	78654432	78711191	+
chr1	78780401	78780626	-
chr1	79596663	79668505	-
chr1	79687201	79712048	-
chr1	79726977	79759535	-
chr1	79772282	79772557	-
chr1	79772680	79780166	+
chr1	80250910	80337327	-
chr1	80336808	80350380	+
chr1	80491116	80755298	-
chr1	80632404	80634211	+
chr1	80781956	80782236	+
chr1	82279588	82279925	-
chr1	82280005	82280609	+
chr1	82312566	82313143	-
chr1	82313143	82450952	+
chr1	82697831	82698210	-
chr1	82721052	82775127	+
chr1	82828044	82828508	-
chr1	82828677	82914733	+
chr1	84013040	84281157	-
chr1	84403779	84404233	+
chr1	84557856	84558549	-
chr1	84558752	84559874	+
chr1	84714947	84837181	-
chr1	84836098	84861819	+
chr1	84877748	84879455	-
chr1	84878546	84880192	+
chr1	87495414	87614587	+
chr1	87599767	87648483	-
chr1	87632463	87633265	+
chr1	87648266	87648588	+
chr1	87689566	87691276	-
chr1	87690001	87755652	+
chr1	87790959	87792207	-
chr1	87791134	87810098	+
chr1	87961214	88161641	+
chr1	87995594	88008586	-
chr1	88020732	88022718	-
chr1	88049056	88051262	-
chr1	88124730	88131039	-
chr1	88239241	88255991	-
chr1	88256208	88264872	+
chr1	88325039	88353984	-
chr1	88326933	88347687	+
chr1	88362679	88389344	+
chr1	88367334	88401131	-
chr1	88400754	88406347	+
chr1	88411953	88479130	-
chr1	88422295	88432239	+
chr1	88479476	88526214	+
chr1	88599988	88600390	-
chr1	88600367	88955472	+
chr1	88932130	88932475	-
chr1	89076381	89077531	-
chr1	89077757	89078553	+
chr1	89106855	89110843	-
chr1	89110458	89150005	+
chr1	89223221	89223448	-
chr1	89223576	89363909	+
chr1	89504331	89504616	+
chr1	89516663	89626274	+
chr1	89533728	89537081	-
chr1	89652598	89707294	+
chr1	89724443	89725043	-
chr1	89744274	89859184	+
chr1	89745812	89751098	-
chr1	89829585	89905153	-
chr1	89904438	89905327	+
chr1	89973245	89973866	-
chr1	89990505	89991679	-
chr1	89990860	90134163	+
chr1	90031088	90031294	-
chr1	90154531	90174201	-
chr1	90173446	90174808	+
chr1	90464052	90464374	+
chr1	90551607	90551976	+
chr1	90589645	90598717	-
chr1	90598774	90600000	+
chr1	91351432	91801582	+
chr1	91452506	91476631	-
chr1	92499407	92500002	-
chr1	92500039	92515230	+
chr1	92893263	92895281	-
chr1	92895326	93036202	+
chr1	92920158	92920661	-
chr1	93083968	93084245	-
chr1	93146211	93148075	-
chr1	93146895	93219611	+
chr1	93194501	93196465	-
chr1	93262407	93355309	-
chr1	93295463	93296436	+
chr1	93309943	93312459	+
chr1	93391237	93457733	+
chr1	93436504	93437020	-
chr1	93815011	94077464	-
chr1	94076212	94082182	+
chr1	94332718	94370354	-
chr1	94370486	94370958	+
chr1	94530624	94545438	-
chr1	94572017	94573044	-
chr1	94572562	94573472	+
chr1	94638648	94639065	-
chr1	94728198	94760836	+
chr1	94798428	94807330	-
chr1	94803541	94820806	+
chr1	94826068	94831273	-
chr1	94830929	94855617	+
chr1	94868876	94886501	+
chr1	94965619	94968056	-
chr1	95182741	95202455	-
chr1	95240207	95270556	+
chr1	95297387	95376019	-
chr1	95375066	95497785	+
chr1	95507417	95532324	-
chr1	95532572	95533021	+
chr1	95593321	95651181	-
chr1	95651563	95734836	+
chr1	95684836	95700460	-
chr1	95720767	95722094	-
chr1	95746159	95753256	+
chr1	97207887	97210642	-
chr1	97210192	97237542	+
chr1	97347212	97347565	-
chr1	97469318	97564546	-
chr1	97540946	97541589	+
chr1	97554121	97569931	+
chr1	99463120	99559575	-
chr1	99556277	99559595	+
chr1	99597706	99667563	-
chr1	99666744	99693857	+
chr1	99710047	99992213	-
chr1	99991529	99992422	+
chr1	103761810	103799277	-
chr1	103798907	103799294	+
chr1	107352556	107353023	+
chr1	107377333	107560257	-
chr1	107559858	107657985	+
chr1	107674794	107754863	+
chr1	107856889	107890408	-
chr1	107862304	107972788	+
chr1	108068367	108304804	+
chr1	108475195	108693248	-
chr1	108656400	108656792	+
chr1	108693315	108700807	+
chr1	108779569	108780287	+
chr1	109486546	109510086	+
chr1	109486617	109487196	-
chr1	115800537	115800838	-
chr1	120186240	120207802	-
chr1	120208060	120235127	+
chr1	120282804	120285913	-
chr1	120284840	120511466	+
chr1	120355030	120355846	-
chr1	121361654	121423141	-
chr1	121422710	121427574	+
chr1	121796605	121809786	-
chr1	121959370	121972210	-
chr1	121970454	121974197	+
chr1	121996097	122019702	-
chr1	122017051	122034597	+
chr1	122050525	122161868	-
chr1	122133234	122134022	+
chr1	122148116	122148474	+
chr1	122161569	122162909	+
chr1	122190597	122191253	+
chr1	123190508	123224619	-
chr1	123224391	123235600	+
chr1	123321638	123328115	-
chr1	123327618	123408862	+
chr1	123446174	123464537	-
chr1	127281197	127370836	-
chr1	127325264	127373211	+
chr1	127404752	127410698	+
chr1	127455995	127457396	-
chr1	127457209	127497493	+
chr1	129100935	129103848	-
chr1	129101591	129389816	+
chr1	129663134	129671270	-
chr1	129670742	129712666	+
chr1	129765352	129852467	+
chr1	129846268	129917069	-
chr1	129875335	129888573	+
chr1	129998820	129999573	-
chr1	129999892	130180752	+
chr1	130224205	130313993	-
chr1	130313473	130314379	+
chr1	130482055	130489727	-
chr1	130487531	130489574	+
chr1	130601996	130603157	+
chr1	130643542	130643858	-
chr1	132320341	132356318	-
chr1	132580087	132613992	-
chr1	132612660	132641408	+
chr1	132935897	132994441	-
chr1	133034922	133082461	+
chr1	133049293	133049741	-
chr1	133066805	133101347	-
chr1	133096000	133096264	+
chr1	133141578	133425503	-
chr1	133141831	133149567	+
chr1	133281283	133281694	+
chr1	133421911	133435604	+
chr1	133572899	133587915	-
chr1	133576456	133629430	+
chr1	133723843	133724440	-
chr1	133724552	133745912	+
chr1	133762917	133764597	-
chr1	133763830	133783537	+
chr1	133806929	133807981	-
chr1	133807017	133841958	+
chr1	133901710	133907607	-
chr1	133904141	133943772	+
chr1	134001370	134039625	-
chr1	134030295	134037747	+
chr1	134208372	134288523	+
chr1	134313383	134314050	-
chr1	134314143	134409715	+
chr1	134349073	134373664	-
chr1	134839541	134930982	-
chr1	134922030	134930911	+
chr1	135006108	135042674	+
chr1	135014437	135030165	-
chr1	135494067	135557981	-
chr1	135557640	135558515	+
chr1	135957037	135995885	-
chr1	135957614	135960947	+
chr1	135974398	135996654	+
chr1	136086396	136093104	-
chr1	136189251	136201736	-
chr1	136199566	136202247	+
chr1	136236365	136258585	-
chr1	136258619	136259631	+
chr1	136274692	136316401	-
chr1	136302259	136408743	+
chr1	136390412	136391878	-
chr1	136453081	136456626	-
chr1	136453270	136537854	+
chr1	136644136	136858995	-
chr1	136859157	136859482	+
chr1	137025634	137029755	-
chr1	137026318	137056093	+
chr1	137040597	137044110	-
chr1	137157181	137210333	-
chr1	137177461	137180983	+
chr1	137210404	137210834	+
chr1	137263653	137588256	-
chr1	137516667	137517716	+
chr1	137528314	137539323	+
chr1	137583492	137589924	+
chr1	137619210	137626050	-
chr1	137625749	137650827	+
chr1	137662707	137671111	+
chr1	138023016	138038324	-
chr1	138023797	138079166	+
chr1	138158520	138242638	-
chr1	138306911	138312139	-
chr1	138505658	138506113	+
chr1	138520426	138521428	-
chr1	138521514	138545889	+
chr1	138580743	138582458	+
chr1	138581683	138582008	-
chr1	139648228	139648845	+
chr1	139795118	139876066	+
chr1	139956662	140071892	-
chr1	140055771	140056286	+
chr1	140070572	140072318	+
chr1	140140696	140141332	+
chr1	140372796	140516782	-
chr1	140511329	140519346	+
chr1	140746832	140753427	-
chr1	140856739	141085465	+
chr1	140858490	140861022	-
chr1	141318255	141318769	-
chr1	141318864	141376646	+
chr1	141339476	141339758	-
chr1	141945477	142029335	-
chr1	142039466	142079884	-
chr1	144989840	144990927	-
chr1	145433402	145549973	-
chr1	145586072	145624176	-
chr1	145586706	145602581	+
chr1	145624397	145668915	+
chr1	145763468	145765683	-
chr1	145763853	145765795	+
chr1	145846106	145851281	-
chr1	145850007	145852518	+
chr1	146046890	146051314	-
chr1	146050308	146053843	+
chr1	146088502	146096269	-
chr1	146165214	146166317	+
chr1	146593196	146622606	-
chr1	151673742	151808599	-
chr1	151688225	151689340	+
chr1	152207639	152240750	-
chr1	152224608	152224968	+
chr1	152239960	152307282	+
chr1	152872188	152872482	-
chr1	152872491	152872825	+
chr1	153085504	153104472	-
chr1	153097417	153098747	+
chr1	153117950	153118394	+
chr1	153134368	153134938	-
chr1	153166711	153192392	-
chr1	153190174	153218134	+
chr1	153202852	153276223	-
chr1	153275730	153313427	+
chr1	153307433	153348049	-
chr1	153348201	153348425	+
chr1	153532233	153538626	-
chr1	153599494	153602174	-
chr1	153602471	153673106	+
chr1	153794814	153795957	+
chr1	154216037	154233811	-
chr1	154353683	154472260	-
chr1	154465353	154473528	+
chr1	154515624	154518019	+
chr1	154515693	154535245	-
chr1	154529915	154537088	+
chr1	154548828	154552404	-
chr1	154550155	154552952	+
chr1	154613745	154626673	+
chr1	154644102	154690405	+
chr1	154651861	154657060	-
chr1	154676422	154750235	-
chr1	154749933	154751592	+
chr1	155061161	155179922	-
chr1	155179665	155182078	+
chr1	155250713	155278843	-
chr1	155289922	155339251	-
chr1	155334040	155335615	+
chr1	155596127	155616546	+
chr1	155650157	155650806	-
chr1	155650330	155651676	+
chr1	155747042	155761529	+
chr1	155944619	155944879	-
chr1	156887022	156946768	-
chr1	156972307	156981018	-
chr1	156992261	156993932	-
chr1	156992936	156993793	+
chr1	157005825	157061308	+
chr1	157116448	157264548	-
chr1	157680731	157820752	-
chr1	157819591	157821090	+
chr1	157845762	157887926	-
chr1	157875710	157919710	+
chr1	158350866	158351403	+
chr1	158350922	158404406	-
chr1	158389009	158405319	+
chr1	158454437	158454820	+
chr1	158488681	158490783	-
chr1	158488907	158605335	+
chr1	158545755	158547173	-
chr1	158575622	158649146	-
chr1	158926525	158926795	-
chr1	158926821	158927204	+
chr1	161116747	161117065	-
chr1	161160002	161163608	-
chr1	161162037	161294325	+
chr1	161974279	161974601	-
chr1	162124850	162199994	-
chr1	162125377	162146468	+
chr1	162210991	162211465	+
chr1	162836163	162837021	-
chr1	162836539	162921620	+
chr1	162930859	163061624	-
chr1	162964722	162973321	+
chr1	163001051	163018287	+
chr1	163061709	163063289	+
chr1	163163610	163181293	-
chr1	163431169	163431497	+
chr1	163738733	163806803	-
chr1	163806537	163807962	+
chr1	163899317	163918053	+
chr1	163935255	163935728	-
chr1	164461769	164501672	-
chr1	164478749	164479546	+
chr1	164493669	164555740	+
chr1	164555250	164555628	-
chr1	164596354	164670678	-
chr1	164670762	164671206	+
chr1	164805476	164806669	-
chr1	165308041	165333803	-
chr1	165334098	165334311	+
chr1	165709850	165713174	+
chr1	165724146	165892103	+
chr1	165851728	165860855	-
chr1	165924992	165930579	+
chr1	166177018	166178964	-
chr1	166205165	166205659	-
chr1	166215699	166237590	-
chr1	166364771	166387988	-
chr1	167100686	167124494	-
chr1	167123854	167125551	+
chr1	167138235	167167082	-
chr1	167167234	167167586	+
chr1	167251855	167391088	-
chr1	167390695	167421217	+
chr1	167571752	167576456	+
chr1	167572389	167638379	-
chr1	167692629	167699411	-
chr1	167693226	167719358	+
chr1	167790974	167932765	-
chr1	167931394	167934178	+
chr1	168067054	168068451	-
chr1	168067853	168069397	+
chr1	168305270	168339964	-
chr1	168309407	168326641	+
chr1	168340023	168340680	+
chr1	168359308	168361847	-
chr1	168360325	168360915	+
chr1	168870007	168870324	-
chr1	168930907	169023579	+
chr1	169230278	169323973	-
chr1	169238835	169300717	+
chr1	169324009	169325145	+
chr1	170078591	170087638	-
chr1	170136296	170362398	-
chr1	170362673	170363150	+
chr1	171461715	171462823	+
chr1	171878442	171914621	-
chr1	171899538	171900368	+
chr1	172067787	172145540	-
chr1	172105268	172105747	+
chr1	172145641	172146483	+
chr1	172182173	172186002	-
chr1	172196966	172201004	-
chr1	172207439	172219207	+
chr1	172212315	172212798	-
chr1	172520062	172520405	+
chr1	172626008	172815608	-
chr1	172798570	172798974	+
chr1	172815188	172815859	+
chr1	172880476	172915355	-
chr1	172927721	172930138	-
chr1	172928022	172929343	+
chr1	172947147	172949769	-
chr1	172947367	172975329	+
chr1	172963854	172995524	-
chr1	172987659	172990117	+
chr1	173032480	173044968	+
chr1	173043612	173087237	-
chr1	173080804	173081605	+
chr1	173113797	173115454	+
chr1	173145428	173179206	-
chr1	173177414	173226225	+
chr1	173199840	173225352	-
chr1	173239584	173259661	-
chr1	173259710	173353677	+
chr1	173270129	173275779	-
chr1	173318228	173320437	-
chr1	173340981	173342431	-
chr1	173422169	173434527	-
chr1	173433626	173437462	+
chr1	173481232	173492231	-
chr1	173491556	173492290	+
chr1	173507643	173588750	-
chr1	173536975	173591150	+
chr1	173608218	173612626	-
chr1	173611369	173675899	+
chr1	173768950	173779684	-
chr1	173769744	173843867	+
chr1	173992551	174012871	-
chr1	174012033	174144576	+
chr1	174077382	174079051	-
chr1	174118263	174147393	-
chr1	174171235	174171841	+
chr1	174236576	174257927	+
chr1	174240282	174244440	-
chr1	174303732	174306530	-
chr1	174306664	174317435	+
chr1	174352918	174353574	-
chr1	174380660	174386584	-
chr1	174385803	174386709	+
chr1	174427211	174457137	+
chr1	174443123	174493247	-
chr1	174476432	174496970	+
chr1	174507454	174521111	-
chr1	174518826	174535574	+
chr1	174558793	174563146	-
chr1	175349256	175406265	+
chr1	175560521	175560967	-
chr1	175561050	175581356	+
chr1	175639547	175697162	-
chr1	175670885	175673111	+
chr1	175786161	175810598	-
chr1	175808608	175810618	+
chr1	175824455	175873056	-
chr1	177526447	177555752	-
chr1	177555839	177557402	+
chr1	177602823	177622791	-
chr1	177908516	177909002	-
chr1	178649914	178766302	-
chr1	178743547	178961501	+
chr1	178933385	179217484	-
chr1	179069993	179070774	+
chr1	179217217	179218104	+
chr1	179252262	179253403	+
chr1	179368985	179373850	-
chr1	179372475	179385033	+
chr1	179498022	179501489	-
chr1	179519310	179519919	+
chr1	179552921	179553762	-
chr1	179553970	179554204	+
chr1	179611299	179633368	-
chr1	179643511	179644144	-
chr1	179673824	179726623	-
chr1	179725801	179727212	+
chr1	179913543	179930568	+
chr1	180116830	180117490	-
chr1	180117802	180193890	+
chr1	180237738	180272228	-
chr1	180247928	180256065	+
chr1	180268015	180273304	+
chr1	180298570	180299659	-
chr1	180299167	180306178	+
chr1	180335204	180336901	-
chr1	180335540	180337540	+
chr1	180422498	180422742	-
chr1	180872352	181476824	-
chr1	180974557	180984887	+
chr1	181013152	181013529	+
chr1	181476549	181563508	+
chr1	181671176	181733840	-
chr1	181734104	181734534	+
chr1	181764508	181764808	+
chr1	182126021	182193628	-
chr1	182186525	182205786	+
chr1	182260614	182367874	+
chr1	182316892	182317649	-
chr1	182331839	182364440	-
chr1	182498757	182498989	-
chr1	182499051	182538413	+
chr1	182530246	182537711	-
chr1	182565695	182571112	-
chr1	182607972	182608264	-
chr1	182655167	182657066	-
chr1	182655861	182715194	+
chr1	182692760	182708465	-
chr1	182723608	182743694	-
chr1	182743879	182765886	+
chr1	182777795	182789020	-
chr1	182778450	182800194	+
chr1	182833402	182834362	-
chr1	182834414	182840013	+
chr1	182872338	182908894	+
chr1	183016321	183079542	-
chr1	183074364	183102443	+
chr1	183097618	183142879	-
chr1	183140763	183188410	+
chr1	183158648	183187902	-
chr1	183739980	183772547	-
chr1	184012019	184012367	-
chr1	184038778	184039285	+
chr1	184051774	184055352	-
chr1	184054910	184067199	+
chr1	184201084	184213521	-
chr1	184237880	184271749	-
chr1	184337950	184339100	-
chr1	184339257	184394090	+
chr1	184394527	184458824	-
chr1	184889856	184890420	-
chr1	185855957	185858090	-
chr1	186499423	186499802	-
chr1	186548220	186559147	-
chr1	186552807	186557126	+
chr1	186631701	186632484	+
chr1	186632103	186676234	-
chr1	187007546	187029087	-
chr1	187020488	187117066	+
chr1	187106996	187155941	-
chr1	187152857	187255630	+
chr1	187184220	187187628	-
chr1	187940756	187941175	-
chr1	188573240	188579372	+
chr1	189039401	189189273	+
chr1	190784559	190831786	-
chr1	191699535	191746185	-
chr1	192583413	192753336	-
chr1	192735677	192736423	+
chr1	192752399	192783390	+
chr1	192803275	192805049	+
chr1	192816880	192922159	-
chr1	192820386	192823124	+
chr1	192847281	192854585	+
chr1	192895558	192910794	+
chr1	192922258	192955873	+
chr1	192934825	192935229	-
chr1	192949589	192949989	-
chr1	192988770	193025241	-
chr1	193003080	193025883	+
chr1	193047338	193066158	-
chr1	193048369	193120914	+
chr1	193077271	193094323	-
chr1	193128721	193158202	-
chr1	193136629	193191958	+
chr1	193169506	193221459	-
chr1	193220516	193231689	+
chr1	193262675	193263190	+
chr1	193399627	193449593	+
chr1	193422991	193423293	-
chr1	193541539	193613346	+
chr1	193699161	193699770	-
chr1	193699707	193705222	+
chr1	193716707	193730361	-
chr1	193718573	193742279	+
chr1	193812288	193825601	-
chr1	193814133	193814376	+
chr1	193875677	193961921	-
chr1	193960540	193974938	+
chr1	194571762	194572932	+
chr1	194596914	194599550	+
chr1	194924746	194956453	-
chr1	194956542	194957295	+
chr1	194986510	195027811	-
chr1	194999738	195005025	+
chr1	195458942	195459145	+
chr1	196446099	196649970	+
chr1	196497643	196498726	-
chr1	196572025	196572574	-
chr1	196705982	196706462	+
chr1	196802540	196875107	+
chr1	196891773	196958373	-
chr1	196957257	196982578	+
chr10	3124350	3236439	+
chr10	3126568	3134989	-
chr10	4521830	4522454	-
chr10	4522167	4549281	+
chr10	4538605	4540881	-
chr10	5056818	5330054	+
chr10	5151326	5152016	-
chr10	5558943	5559327	-
chr10	5882142	5916016	-
chr10	5914172	5987266	+
chr10	5929644	5959388	-
chr10	6282936	6606175	-
chr10	6372794	6373633	+
chr10	6605661	6606390	+
chr10	7109180	7109452	-
chr10	7308214	7309539	-
chr10	7343089	7400994	-
chr10	7382848	7593229	+
chr10	7484578	7512636	-
chr10	7533407	7567055	-
chr10	7617956	7676775	-
chr10	7675136	7682324	+
chr10	8435348	8606458	-
chr10	8578726	8579190	+
chr10	9471075	9628075	-
chr10	9621064	9694002	+
chr10	10006796	10007453	-
chr10	10045106	10045524	-
chr10	10248849	10278044	-
chr10	10277244	10277538	+
chr10	10869234	10938163	+
chr10	10977083	11006042	-
chr10	11000706	11034929	+
chr10	11062842	11063446	-
chr10	12096990	12104872	-
chr10	12116606	12594704	-
chr10	12586892	12590422	+
chr10	12638897	12642573	-
chr10	12655185	12684070	-
chr10	12683295	12684265	+
chr10	12727776	12728064	-
chr10	12728234	12733072	+
chr10	12892336	12912948	-
chr10	12912620	12913687	+
chr10	12925246	13043916	-
chr10	13020262	13020518	+
chr10	13219344	13239106	+
chr10	13220067	13221117	-
chr10	13238629	13280205	-
chr10	13273005	13287478	+
chr10	13360529	13589583	-
