chr	start	end	strand
chr1	23836328	23862902	-
chr1	23863949	23867985	-
chr1	23869194	23886264	-
chr1	23887500	23889962	-
chr1	23891109	23891383	-
chr1	23898708	23907300	-
chr1	23909039	23911415	-
chr1	23912667	23929168	-
chr1	23928669	23929930	+
chr1	24009998	24010677	-
chr1	24011854	24012495	-
chr1	24619546	24619993	-
chr1	24619556	24619995	+
chr1	24684802	24685382	-
chr1	24685492	24686633	+
chr1	24736641	24778152	+
chr1	24784663	24832569	+
chr1	30853614	30910399	-
chr1	30916771	30930998	-
chr1	30930797	30931452	+
chr1	30995874	30998465	-
chr1	31000122	31006935	-
chr1	31006225	31009112	+
chr1	31106761	31107089	-
chr1	31107372	31108339	+
chr1	33535662	33536525	-
chr1	33560058	33560957	-
chr1	33630754	33631910	-
chr1	33666338	33668370	-
chr1	33670160	33670895	-
chr1	33676583	33678765	-
chr1	33680153	33682601	-
chr1	33685868	33686179	-
chr1	33725666	33727226	-
chr1	33726654	33728408	+
chr1	33815000	33824016	-
chr1	33825378	33827710	-
chr1	33828792	33830292	-
chr1	33832629	33871273	-
chr1	34240890	34241358	+
chr1	34245775	34248697	+
chr1	34255358	34256386	+
chr1	34276015	34276333	+
chr1	34284858	34285980	+
chr1	34365143	34365490	+
chr1	34469160	34473986	-
chr1	34481312	34496534	-
chr1	34490240	34492630	+
chr1	34496337	34508195	+
chr1	34521166	34522083	+
chr1	34521211	34521594	-
chr1	34528192	34530052	-
chr1	34529577	34538916	+
chr1	34541692	34542792	-
chr1	34858551	34859444	+
chr1	34862030	34863318	+
chr1	34864318	34865460	+
chr1	34864401	34899804	-
chr1	34866658	34867966	+
chr1	34899915	34900687	+
chr1	34904349	34908540	-
chr1	34906556	34942642	+
chr1	34915130	34915682	-
chr1	36124788	36125076	-
chr1	36125196	36166678	+
chr1	36181936	36183265	-
chr1	36185176	36203559	-
chr1	36186429	36187999	+
chr1	36204749	36241607	-
chr1	36242623	36249327	-
chr1	36252215	36263069	-
chr1	36264677	36275514	-
chr1	36277038	36278218	-
chr1	36280148	36282157	-
chr1	36283405	36286175	-
chr1	36287403	36295207	-
chr1	36296450	36301190	-
chr1	36301267	36303145	+
chr1	36318646	36330344	-
chr1	36319213	36319616	+
chr1	36327735	36330761	+
chr1	36364570	36364885	+
chr1	36364887	36371019	+
chr1	36372024	36382950	+
chr1	36382852	36426003	-
chr1	36467888	36473382	-
chr1	36474479	36486508	-
chr1	36487803	36502099	-
chr1	36503187	36503610	+
chr1	36526908	36528304	-
chr1	36527155	36529828	+
chr1	36565331	36565907	+
chr1	36568230	36568858	+
chr1	36570107	36579942	+
chr1	36581522	36590228	+
chr1	36584506	36588054	-
chr1	36589715	36596809	-
chr1	36599791	36601291	-
chr1	36602758	36606213	-
chr1	36612331	36614369	-
chr1	36613487	36613958	+
chr1	36747807	36748256	-
chr1	36748380	36753223	+
chr1	36753181	36766821	-
chr1	36766012	36767238	+
chr1	36846322	36885744	-
chr1	36886794	36900884	-
chr1	36902221	36929603	-
chr1	36930649	36948316	-
chr1	36949661	36958674	-
chr1	36959712	36961236	-
chr1	36962303	36996495	-
chr1	36996801	36997627	+
chr1	37356708	37481078	+
chr1	37472556	37478255	-
chr1	37480571	37486897	-
chr1	37482259	37483343	+
chr1	37486904	37499761	+
chr1	37494101	37495152	-
chr1	37496236	37498030	-
chr1	37530807	37531685	-
chr1	37531155	37531448	+
chr1	37541185	37541395	-
chr1	37545004	37547123	-
chr1	37552279	37552990	-
chr1	37596109	37597859	-
chr1	37874256	37875501	-
chr1	37889534	37892409	-
chr1	37897620	37898131	-
chr1	37899308	37905051	-
chr1	37912464	37919548	-
chr1	37920619	37922067	-
chr1	37921797	37922680	+
chr1	37929006	37931100	+
chr1	37930209	37933858	-
chr1	37936926	37942793	-
chr1	37944785	37945173	-
chr1	37946116	37947251	-
chr1	37947000	37949518	+
chr1	37952800	37959655	+
chr1	38038715	38054921	-
chr1	38053814	38081708	+
chr1	38069842	38070117	-
chr1	38082672	38115727	+
chr1	38100203	38114143	-
chr1	38115258	38119098	-
chr1	38120585	38150224	-
chr1	38151893	38186559	-
chr1	38186669	38187139	+
chr1	39044254	39044560	-
chr1	39044658	39057758	+
chr1	39304078	39304414	+
chr1	39328609	39331610	+
chr1	39332498	39333242	+
chr1	39349949	39350401	+
chr1	39363222	39364101	-
chr1	39364311	39365496	+
chr1	39369832	39370675	-
chr1	39370798	39372941	+
chr1	39406080	39406829	+
chr1	39422579	39433416	-
chr1	39423998	39435251	+
chr1	39434539	39435093	-
chr1	39436394	39443893	-
chr1	39445031	39446260	-
chr1	39447329	39450579	-
chr1	39455626	39455880	-
chr1	39459630	39461679	-
chr1	39470832	39471364	-
chr1	39476250	39476960	-
chr1	39479703	39480022	-
chr1	39483893	39485543	-
chr1	39488567	39489906	-
chr1	39496434	39496834	-
chr1	39498700	39503310	-
chr1	39508715	39510514	-
chr1	39511454	39512128	-
chr1	39513620	39514705	-
chr1	39515908	39516929	-
chr1	39518873	39520239	-
chr1	39521878	39535611	-
chr1	39535660	39537049	+
chr1	39538340	39540562	+
chr1	39550195	39550913	+
chr1	39559621	39560304	-
chr1	39592573	39598235	+
chr1	39596879	39597126	-
chr1	39598815	39604035	-
chr1	39599620	39605787	+
chr1	39604053	39605793	-
chr1	39605795	39634257	-
chr1	39633905	39636419	+
chr1	39634962	39637234	-
chr1	39640238	39640661	+
chr1	39647297	39647950	+
chr1	39658907	39659461	-
chr1	39670284	39671899	-
chr1	39671485	39672182	+
chr1	39672922	39675339	-
chr1	39676384	39678044	-
chr1	39687765	39689526	-
chr1	39690534	39693715	-
chr1	39693183	39693656	+
chr1	39696574	39699491	-
chr1	39700536	39703980	-
chr1	39706657	39708144	-
chr1	39707016	39707514	+
chr1	39743735	39744297	-
chr1	39792984	39793621	+
chr1	39816284	39817116	+
chr1	39818300	39818936	-
chr1	39818444	39819525	+
chr1	39957411	39958200	-
chr1	39957830	40023407	+
chr1	40024752	40089856	+
chr1	40281941	40295319	+
chr1	40296428	40300814	+
chr1	40303600	40304017	+
chr1	40304905	40317837	+
chr1	40318873	40322642	+
chr1	40323889	40338192	+
chr1	40339584	40341529	+
chr1	40342691	40353286	+
chr1	40354418	40363745	+
chr1	40366543	40378889	+
chr1	40379904	40382175	+
chr1	40383868	40384320	+
chr1	40387606	40387900	+
chr1	40401781	40405137	+
chr1	40422090	40422872	+
chr1	40424331	40425291	+
chr1	40557352	40557624	+
chr1	40657533	40668145	+
chr1	40669188	40669898	+
chr1	40677792	40678202	+
chr1	40679458	40680338	+
chr1	40681348	40683364	+
chr1	40684257	40691894	+
chr1	40846915	40847522	-
chr1	40847577	40849396	+
chr1	42908110	42911182	+
chr1	42912373	42913561	+
chr1	42914610	42916273	+
chr1	42917712	42923363	+
chr1	42924582	42929745	+
chr1	42930785	42961175	+
chr1	42962259	42969369	+
chr1	43098865	43113573	-
chr1	43115171	43132813	-
chr1	43135305	43138411	-
chr1	43139850	43140784	-
chr1	43141514	43147000	-
chr1	43148043	43149784	-
chr1	43149378	43153411	+
chr1	43151370	43155525	-
chr1	43155563	43158577	+
chr1	43163785	43166006	+
chr1	43167678	43179295	+
chr1	43181650	43181908	+
chr1	43502613	43527395	+
chr1	43528352	43543790	+
chr1	43530612	43531522	-
chr1	43545040	43546601	+
chr1	43547816	43559172	+
chr1	43560781	43573939	+
chr1	43576827	43579299	+
chr1	43581273	43637419	+
chr1	43793068	43806782	-
chr1	43818651	43820222	-
chr1	43822203	43824948	-
chr1	43831442	43834659	-
chr1	43842107	43843188	-
chr1	43851669	43852859	-
chr1	43854301	43855232	-
chr1	43859752	43862255	-
chr1	43863973	43865481	-
chr1	43868039	43869138	-
chr1	43870889	43871327	-
chr1	43874834	43876435	-
chr1	43877717	43884626	-
chr1	43884848	43887087	+
chr1	43988536	43990757	-
chr1	43990505	44072926	+
chr1	44141694	44145510	-
chr1	44158481	44159626	+
chr1	44158912	44161728	-
chr1	44162978	44167928	-
chr1	44173604	44176806	-
chr1	44175801	44180741	+
chr1	44185873	44190812	+
chr1	44198162	44198611	+
chr1	44200836	44201151	+
chr1	44202218	44203482	+
chr1	44204364	44204631	-
chr1	44204750	44207490	+
chr1	44212355	44213933	+
chr1	44217906	44222294	+
chr1	44223626	44225022	+
chr1	44230254	44233438	+
chr1	44235017	44236083	+
chr1	44237391	44238821	+
chr1	44520783	44521094	-
chr1	45368476	45371251	+
chr1	45374720	45375280	+
chr1	45378100	45379331	+
chr1	45380565	45381084	+
chr1	45384419	45385365	+
chr1	45387072	45392616	+
chr1	45394082	45395609	+
chr1	45400107	45401399	+
chr1	45402819	45407456	+
chr1	45408682	45410074	+
chr1	45431455	45433716	-
chr1	45450561	45453006	-
chr1	45462081	45463178	-
chr1	45466399	45468253	-
chr1	45477880	45478124	-
chr1	45480393	45480742	-
chr1	45494845	45495222	-
chr1	45496595	45499715	-
chr1	45516471	45517446	-
chr1	45528669	45529059	-
chr1	45542679	45543835	-
chr1	45545645	45546140	-
chr1	45559676	45559914	-
chr1	45851749	45852218	-
chr1	45852258	45854269	+
chr1	45855325	45857458	+
chr1	45858857	45860593	+
chr1	45861731	45862518	+
chr1	45863530	45864560	+
chr1	45870874	45876421	+
chr1	45877792	45878585	+
chr1	45880193	45883423	+
chr1	45922756	45923307	+
chr1	45924458	45925469	-
chr1	45925854	45926715	+
chr1	45937489	45938381	-
chr1	45938327	45938980	+
chr1	45981880	45982303	-
chr1	46860953	46863435	-
chr1	46864702	46865465	-
chr1	46866439	46871380	-
chr1	46873020	46874898	-
chr1	46877366	46881698	-
chr1	46882948	46884464	-
chr1	46886950	46892998	-
chr1	46898627	46911017	-
chr1	46909253	46912006	+
chr1	51357746	51359781	+
chr1	51519294	51534989	-
chr1	51535004	51535272	-
chr1	51535428	51538856	+
chr1	51536794	51537088	-
chr1	51557974	51558312	-
chr1	51577463	51577907	+
chr1	51582734	51583083	+
chr1	51586278	51586661	-
chr1	51586709	51587141	+
chr1	52169007	52170621	-
chr1	52175744	52176845	-
chr1	52176284	52184335	+
chr1	52185550	52228968	+
chr1	52216477	52290142	-
chr1	52288904	52291820	+
chr1	52505869	52519133	-
chr1	52520214	52520544	-
chr1	52522961	52531293	-
chr1	52534797	52536448	-
chr1	52537743	52550886	-
chr1	52551942	52556893	-
chr1	52556837	52560178	+
chr1	52563463	52564355	+
chr1	52569176	52570048	+
chr1	52571184	52576044	+
chr1	52577115	52580793	+
chr1	52583121	52583711	+
chr1	52687553	52688213	+
chr1	52689618	52689923	+
chr1	52694799	52697872	+
chr1	52708684	52710743	+
chr1	52713115	52714939	-
chr1	52731499	52732526	-
chr1	52762818	52763240	-
chr1	52765806	52766522	-
chr1	52783772	52785564	+
chr1	52842224	52846733	-
chr1	52854144	52857277	-
chr1	52863281	52866238	-
chr1	52869194	52871119	-
chr1	52872519	52874608	-
chr1	52901265	52901619	-
chr1	52901880	52903378	+
chr1	52905529	52905961	+
chr1	52958008	52960792	+
chr1	52967549	52968456	+
chr1	52970162	52972545	+
chr1	52977671	52978137	+
chr1	52982192	52982779	+
chr1	53349443	53353861	-
chr1	53353931	53364908	+
chr1	53366067	53371284	+
chr1	53370190	53370477	-
chr1	53373348	53377682	+
chr1	53397623	53409579	-
chr1	53806248	53842083	-
chr1	53841334	53842559	+
chr1	53880061	53880853	-
chr1	53907736	53908082	-
chr1	54437048	54443578	-
chr1	54450707	54455841	-
chr1	54457387	54462925	-
chr1	54470856	54486173	-
chr1	54490404	54495916	-
chr1	54521269	54542254	-
chr1	54543189	54614557	-
chr1	54614807	54615407	+
chr1	54620184	54620922	-
chr1	54621131	54621851	+
chr1	54642245	54642597	+
chr1	54678431	54678791	-
chr1	54680506	54682644	-
chr1	54684622	54687166	-
chr1	54692348	54708596	-
chr1	54709956	54716017	-
chr1	54717036	54719339	-
chr1	54720523	54725958	-
chr1	54731782	54738037	-
chr1	54744580	54744932	-
chr1	54746173	54756534	-
chr1	54757880	54775487	-
chr1	54777996	54781210	-
chr1	54782860	54783292	-
chr1	54784343	54807018	-
chr1	54808212	54810200	-
chr1	54813435	54824726	-
chr1	54826180	54829249	-
chr1	54830207	54835399	-
chr1	54840826	54853171	-
chr1	54854764	54855635	-
chr1	54857690	54865157	-
chr1	54866612	54868533	-
chr1	54869600	54877477	-
chr1	54878588	54892988	-
chr1	54894601	54897023	-
chr1	54898231	54946552	-
chr1	54953117	54983228	-
chr1	55035082	55085884	-
chr1	55084413	55084712	+
chr1	55084715	55086560	+
chr1	55108742	55109961	-
chr1	55109674	55136672	+
chr1	55131754	55144723	-
chr1	55145155	55150758	+
chr1	55184602	55185648	+
chr1	55185779	55188033	-
chr1	55188103	55219132	+
chr1	55220365	55220873	+
chr1	55271582	55272422	-
chr1	55272461	55272951	+
chr1	55294041	55299704	+
chr1	55305558	55306542	+
chr1	55488226	55488920	+
chr1	55531406	55531725	+
chr1	55563693	55564055	-
chr1	55564099	55564516	+
chr1	55863555	55863903	-
chr1	55864039	55865503	+
chr1	55865456	55865741	-
chr1	56838891	56839233	-
chr1	57019023	57019549	-
chr1	57025692	57028167	-
chr1	57029174	57030362	+
chr1	57434454	57435137	+
chr1	57440687	57447631	+
chr1	57440956	57446207	-
chr1	57447483	57449808	-
chr1	57451797	57454802	-
chr1	57456016	57463995	-
chr1	57463586	57466900	+
chr1	57468480	57471771	+
chr1	57472688	57476090	+
chr1	58006235	58014756	-
chr1	58016129	58026923	-
chr1	58027059	58027282	+
chr1	58051977	58052760	-
chr1	58438026	58439700	-
chr1	58440794	58449906	-
chr1	58449972	58468388	+
chr1	58464435	58480936	-
chr1	58480631	58481238	+
chr1	58482906	58502371	-
chr1	58502070	58504717	+
chr1	58509980	58510860	+
chr1	58514043	58515672	-
chr1	58517409	58524418	-
chr1	58517412	58519988	+
chr1	58526173	58526496	-
chr1	58537966	58538637	-
chr1	58539690	58542753	-
chr1	58544018	58552126	-
chr1	58553204	58554089	-
chr1	58560366	58561787	-
chr1	58561970	58568749	+
chr1	58575919	58576464	-
chr1	58577448	58587790	-
chr1	58591427	58594007	-
chr1	58596044	58596784	-
chr1	58601286	58602829	-
chr1	58607949	58611332	-
chr1	58614846	58615310	-
chr1	58616362	58617764	-
chr1	58621138	58623873	-
chr1	58635027	58643134	-
chr1	58643230	58650118	+
chr1	58651371	58655907	+
chr1	58709295	58709901	-
chr1	58709434	58716010	+
chr1	58767769	58771313	-
chr1	58768015	58806390	+
chr1	58782079	58784345	-
chr1	58799373	58800514	-
chr1	58808857	58820087	+
chr1	58830217	58830976	-
chr1	58830396	58831130	+
chr1	58851737	58852871	-
chr1	58852188	58868569	+
chr1	58859145	58860594	-
chr1	58875669	58893563	+
chr1	58894665	58912753	+
chr1	58954274	58970587	-
chr1	58971838	58981697	-
chr1	58982956	58983855	-
chr1	58986786	58987598	-
chr1	58992487	58992952	-
chr1	59002276	59003351	-
chr1	59006939	59007837	-
chr1	59015691	59019702	-
chr1	59020705	59024533	-
chr1	59026790	59030333	-
chr1	59029929	59031578	+
chr1	59040528	59041802	+
chr1	59043115	59046315	+
chr1	59047557	59048431	+
chr1	59049507	59053923	+
chr1	59157435	59157886	-
chr1	59174757	59176933	-
chr1	59176675	59180559	+
chr1	59216467	59220871	-
chr1	59225812	59226634	-
chr1	59231706	59236787	-
chr1	59237766	59242246	-
chr1	59243315	59249170	-
chr1	59252332	59256490	-
chr1	59257725	59260225	-
chr1	59262368	59267458	-
chr1	59269519	59278752	-
chr1	59287926	59290091	-
chr1	59292008	59294096	-
chr1	59356443	59373533	-
chr1	59372111	59374126	+
chr1	59515510	59515969	-
chr1	59516083	59516344	+
chr1	59521530	59522316	+
chr1	59532658	59533106	+
chr1	59536778	59538706	-
chr1	59538252	59549182	+
chr1	59690800	59697578	-
chr1	59698483	59727671	-
chr1	59727671	59736726	+
chr1	59741134	59741681	-
chr1	59741797	59742008	+
chr1	59742018	59750266	+
chr1	59751475	59762187	+
chr1	59763352	59778220	+
chr1	59817602	59821081	-
chr1	59819718	59851223	+
chr1	59852233	59862035	+
chr1	59862989	59865891	+
chr1	59869331	59892493	+
chr1	59893757	59905015	+
chr1	59906138	59912173	+
chr1	59912972	59947440	+
chr1	59949273	59950530	+
chr1	59969826	59971981	+
chr1	59975988	59982832	+
chr1	59984742	59985781	+
chr1	59987127	59987457	+
chr1	59991044	59992997	+
chr1	59994336	59996255	+
chr1	60001067	60001947	+
chr1	60003754	60004424	+
chr1	60005935	60006480	+
chr1	60007068	60009345	+
chr1	60016183	60018839	+
chr1	60020952	60021319	+
chr1	60022747	60030702	+
chr1	60035160	60035797	+
chr1	60037081	60056222	+
chr1	60127173	60128340	-
chr1	60130174	60141382	-
chr1	60142559	60143915	-
chr1	60145284	60150293	-
chr1	60153674	60155863	-
chr1	60155069	60159212	+
chr1	60160381	60165429	+
chr1	60173249	60173681	+
chr1	60188846	60189373	+
chr1	60213222	60216660	+
chr1	60236227	60236791	-
chr1	60236805	60237187	-
chr1	60237423	60273234	+
chr1	60274404	60276409	+
chr1	60277680	60280530	+
chr1	60281551	60286994	+
chr1	60288090	60302233	+
chr1	60303076	60312302	+
chr1	60313521	60315564	+
chr1	60317128	60321502	+
chr1	60323817	60329515	+
chr1	60330705	60343043	+
chr1	60344174	60344557	+
chr1	60345733	60347857	+
chr1	60349324	60350690	+
chr1	60353702	60357031	+
chr1	60359483	60359903	+
chr1	60366295	60373779	+
chr1	60375290	60376732	+
chr1	60386190	60398546	+
chr1	60399606	60400379	-
chr1	60399834	60401232	+
chr1	60417292	60418413	+
chr1	60426558	60429811	+
chr1	60432799	60434174	+
chr1	60435926	60437813	+
chr1	60442219	60442816	+
chr1	60444561	60444929	+
chr1	60466504	60473327	+
chr1	60474796	60475769	+
chr1	60490680	60491624	+
chr1	60498865	60501796	+
chr1	60503022	60504674	+
chr1	60509658	60512785	+
chr1	60516832	60517767	+
chr1	60521909	60530441	+
chr1	60525272	60623573	-
chr1	60532111	60538619	+
chr1	60539813	60541386	+
chr1	60542784	60544397	+
chr1	60623837	60624607	+
chr1	60636308	60636858	-
chr1	60636937	60637603	+
chr1	60683495	60684451	-
chr1	60684547	60685416	+
chr1	60760807	60762173	+
chr1	60803372	60805286	+
chr1	60817037	60818467	+
chr1	60826754	60827520	+
chr1	60828868	60833248	+
chr1	60914675	60915001	+
chr1	62725217	62726197	-
chr1	62725736	62726167	+
chr1	62749186	62751067	-
chr1	62749855	62869704	+
chr1	62752287	62752999	-
chr1	62766435	62768050	-
chr1	62770349	62771773	-
chr1	63089060	63161338	-
chr1	63160105	63181106	+
chr1	63182997	63183398	+
chr1	63186148	63190932	-
chr1	63191632	63219138	-
chr1	63220010	63223263	-
chr1	63223416	63230450	+
chr1	63777197	63778823	+
chr1	63779950	63782319	+
chr1	63784205	63789306	+
chr1	63791727	63794627	+
chr1	63798943	63804609	+
chr1	64071005	64168643	-
chr1	64165528	64167330	+
chr1	64168393	64170096	+
chr1	64168660	64168892	-
chr1	64235518	64236286	-
chr1	64245020	64245410	-
chr1	64341701	64342369	-
chr1	64342080	64342831	+
chr1	64347159	64352216	-
chr1	64347935	64350671	+
chr1	64352161	64353534	+
chr1	64384640	64385363	-
chr1	64419893	64421152	-
chr1	64420793	64422792	+
chr1	64570507	64579301	-
chr1	64579421	64613280	+
chr1	64614435	64629323	+
chr1	64634164	64657320	+
chr1	64647635	64649670	-
chr1	64650984	64654458	-
chr1	64657667	64663790	-
chr1	64662791	64673552	+
chr1	64736662	64737250	-
chr1	64737683	64742647	+
chr1	64752211	64753930	+
chr1	64760141	64760903	+
chr1	64762504	64763563	+
chr1	64766371	64767696	+
chr1	64770442	64773336	+
chr1	64778968	64784350	-
chr1	64828782	64844895	-
chr1	64847089	64916094	-
chr1	64917108	64989004	-
chr1	64972606	64975280	+
chr1	64990673	65003385	-
chr1	65040480	65041147	-
chr1	65153923	65154409	-
chr1	65158486	65160053	-
chr1	65158965	65161074	+
chr1	65200160	65225688	-
chr1	65224358	65226353	+
chr1	65230854	65233051	-
chr1	65232535	65332245	+
chr1	65333416	65334396	+
chr1	66746799	66747308	-
chr1	66747394	66750761	+
chr1	66751941	66756539	+
chr1	66757993	66808848	+
chr1	66766814	66767380	-
chr1	66771534	66774303	-
chr1	66777780	66780194	-
chr1	66781204	66783009	-
chr1	66784359	66785330	-
chr1	66786498	66788938	-
chr1	66792169	66793206	-
chr1	66794434	66798990	-
chr1	66800224	66808776	-
chr1	66809917	66811013	-
chr1	66809928	66826042	+
chr1	66812127	66812837	-
chr1	66816292	66821000	-
chr1	66822355	66834820	-
chr1	66830714	66832623	+
chr1	66835876	66909918	-
chr1	66862724	66865097	+
chr1	66909368	66911832	+
chr1	67040008	67042512	-
chr1	67061382	67061763	-
chr1	67079288	67080365	-
chr1	67084525	67085469	-
chr1	69731695	69733873	-
chr1	69734187	69734735	+
chr1	71147001	71147320	+
chr1	71148271	71149144	-
chr1	71149811	71150144	+
chr1	71603241	71603649	-
chr1	71603723	71618057	+
chr1	71619072	71630145	+
chr1	71627252	71699820	-
chr1	71699949	71700428	+
chr1	71777055	71777605	-
chr1	71777898	71778397	+
chr1	71830791	71831410	+
chr1	71962020	71963703	-
chr1	71963928	71964541	+
chr1	71983723	71985069	-
chr1	71985388	71985853	+
chr1	72013389	72014267	-
chr1	72014548	72015182	+
chr1	72020779	72021421	-
chr1	72034942	72035252	+
chr1	72059863	72060830	-
chr1	72153082	72153723	-
chr1	72153525	72154270	+
chr1	72201757	72205875	-
chr1	72206655	72209941	-
chr1	72210993	72217252	-
chr1	72218592	72223428	-
chr1	72224470	72225710	-
chr1	72226751	72239643	-
chr1	72241006	72244028	-
chr1	72245551	72248298	-
chr1	72247917	72248227	+
chr1	72249492	72258730	-
chr1	72272856	72273629	+
chr1	72273637	72274386	+
chr1	72283040	72284780	+
chr1	72290310	72291357	-
chr1	72290707	72292403	+
chr1	72300832	72301343	-
chr1	72301209	72304263	+
chr1	72309096	72310898	+
chr1	72353866	72354711	+
chr1	72474452	72475238	-
chr1	72475392	72476275	+
chr1	72610801	72611106	-
chr1	72628703	72630065	-
chr1	72629826	72641280	+
chr1	72642431	72647742	+
chr1	72648785	72649202	+
chr1	72650486	72651027	+
chr1	72659579	72660716	+
chr1	72675464	72676109	+
chr1	72677327	72683039	+
chr1	72757379	72757803	-
