chr	start	end	strand
chr1	45851749	45852218	-
chr1	45852258	45884671	+
chr1	45922756	45926715	+
chr1	45924458	45925469	-
chr1	45937489	45938381	-
chr1	45938327	45938980	+
chr1	46132797	46133028	-
chr1	46860953	46911017	-
chr1	46909253	46912006	+
chr1	51350876	51359781	+
chr1	51519294	51537088	-
chr1	51534662	51538856	+
chr1	51557974	51558312	-
chr1	51577463	51577907	+
chr1	51582734	51587141	+
chr1	52167693	52170621	-
chr1	52175744	52176845	-
chr1	52176284	52230467	+
chr1	52212810	52290142	-
chr1	52288904	52291820	+
chr1	52504080	52556893	-
chr1	52556837	52585994	+
chr1	52687553	52710743	+
chr1	52783772	52785564	+
chr1	52839765	52874608	-
chr1	52901265	52901619	-
chr1	52901880	52905961	+
chr1	52982192	52982779	+
chr1	53345717	53353861	-
chr1	53353931	53384289	+
chr1	53370190	53370477	-
chr1	53397623	53409579	-
chr1	53806248	53842083	-
chr1	53841334	53842559	+
chr1	53880061	53880853	-
chr1	53907736	53908082	-
chr1	54433004	54443578	-
chr1	54450707	54464023	-
chr1	54470856	54495916	-
chr1	54519918	54614557	-
chr1	54614807	54621851	+
chr1	54618890	54620922	-
chr1	54678431	54687166	-
chr1	54692348	54725958	-
chr1	54729991	54738037	-
chr1	54742205	54946552	-
chr1	54953117	54983228	-
chr1	55033783	55085884	-
chr1	55084413	55086560	+
chr1	55108742	55112328	-
chr1	55109674	55138458	+
chr1	55131754	55144723	-
chr1	55145155	55150758	+
chr1	55182314	55188033	-
chr1	55184602	55220873	+
chr1	55269252	55272422	-
chr1	55272461	55272951	+
chr1	55294041	55300898	+
chr1	55305558	55306542	+
chr1	55488226	55488920	+
chr1	55563693	55564055	-
chr1	55864039	55865503	+
chr1	56838891	56839233	-
chr1	57019023	57019549	-
chr1	57025692	57029940	-
chr1	57029174	57030362	+
chr1	57434454	57452052	+
chr1	57438563	57463995	-
chr1	57463586	57477477	+
chr1	58003960	58026923	-
chr1	58027059	58027282	+
chr1	58051977	58052760	-
chr1	58438026	58449906	-
chr1	58449258	58468388	+
chr1	58464435	58502371	-
chr1	58480631	58481238	+
chr1	58502070	58504717	+
chr1	58509980	58510860	+
chr1	58514043	58526496	-
chr1	58531487	58561787	-
chr1	58561970	58568749	+
chr1	58575919	58643134	-
chr1	58643230	58655907	+
chr1	58709295	58709901	-
chr1	58709434	58716010	+
chr1	58767769	58771313	-
chr1	58768015	58820087	+
chr1	58776742	58784345	-
chr1	58799373	58800514	-
chr1	58830217	58830976	-
chr1	58851737	58852871	-
chr1	58852188	58871000	+
chr1	58859145	58860594	-
chr1	58875669	58914115	+
chr1	58954274	58987598	-
chr1	58992487	59030333	-
chr1	59029929	59055576	+
chr1	59171863	59176933	-
chr1	59176675	59180559	+
chr1	59216467	59294096	-
chr1	59356443	59373533	-
chr1	59372111	59374126	+
chr1	59515510	59515969	-
chr1	59516083	59516344	+
chr1	59521530	59522316	+
chr1	59532658	59549182	+
chr1	59536778	59538706	-
chr1	59690800	59727671	-
chr1	59727671	59736726	+
chr1	59741134	59741681	-
chr1	59741797	59778220	+
chr1	59817602	59821081	-
chr1	59819718	59959880	+
chr1	59969826	60058006	+
chr1	60124079	60155863	-
chr1	60155069	60176856	+
chr1	60187111	60216660	+
chr1	60236227	60237187	-
chr1	60237423	60376732	+
chr1	60383512	60447856	+
chr1	60397734	60400379	-
chr1	60466504	60546967	+
chr1	60519871	60623573	-
chr1	60623837	60624607	+
chr1	60636308	60636858	-
chr1	60636937	60637603	+
chr1	60683495	60684451	-
chr1	60684547	60685416	+
chr1	60760807	60762562	+
chr1	60914675	60915001	+
chr1	62725217	62726197	-
chr1	62725736	62726167	+
chr1	62749186	62752999	-
chr1	62749855	62869704	+
chr1	62766435	62771773	-
chr1	63087795	63162620	-
chr1	63160105	63185081	+
chr1	63183247	63223263	-
chr1	63223416	63230450	+
chr1	63777197	63804609	+
chr1	64069819	64168892	-
chr1	64165528	64170096	+
chr1	64245020	64245410	-
chr1	64341701	64342369	-
chr1	64342080	64342831	+
chr1	64347159	64352216	-
chr1	64347935	64353534	+
chr1	64384640	64385363	-
chr1	64419893	64422489	-
chr1	64420793	64424236	+
chr1	64570507	64579301	-
chr1	64579421	64629323	+
chr1	64634164	64673552	+
chr1	64647635	64663790	-
chr1	64736662	64737250	-
chr1	64737683	64773336	+
chr1	64771084	64784350	-
chr1	64824755	65003385	-
chr1	64972606	64975280	+
chr1	65040480	65041147	-
chr1	65153923	65154409	-
chr1	65158486	65160053	-
chr1	65158965	65161074	+
chr1	65200160	65233051	-
chr1	65224358	65226353	+
chr1	65232535	65334396	+
chr1	66746799	66747308	-
chr1	66747394	66840893	+
chr1	66760216	66909918	-
chr1	66862724	66865097	+
chr1	66909368	66911832	+
chr1	67076288	67085469	-
chr1	69728157	69733873	-
chr1	69733407	69734735	+
chr1	71147001	71150144	+
chr1	71148271	71149144	-
chr1	71603241	71603649	-
chr1	71603723	71630789	+
chr1	71627252	71699820	-
chr1	71699918	71700428	+
chr1	71777055	71777605	-
chr1	71777898	71778397	+
chr1	71962020	71963703	-
chr1	71963928	71964541	+
chr1	71981348	71985069	-
chr1	71985388	71985853	+
chr1	72013389	72014267	-
chr1	72014548	72015182	+
chr1	72020779	72021421	-
chr1	72034942	72035252	+
chr1	72059863	72060830	-
chr1	72153082	72153723	-
chr1	72200713	72258730	-
chr1	72272856	72274386	+
chr1	72283040	72284780	+
chr1	72290707	72293562	+
chr1	72298341	72310898	+
chr1	72300832	72301343	-
chr1	72353866	72354711	+
chr1	72474452	72475238	-
chr1	72475392	72476275	+
chr1	72610801	72611106	-
chr1	72628703	72630065	-
chr1	72629826	72683039	+
chr1	72757379	72757803	-
chr1	72757816	72770895	+
chr1	73951645	74048207	-
chr1	74044858	74048843	+
chr1	74273555	74274083	-
chr1	74274143	74274483	+
chr1	74280992	74284397	-
chr1	74283127	74321788	+
chr1	74323819	74351171	-
chr1	74331018	74357302	+
chr1	74414103	74415173	-
chr1	74421736	74446404	+
chr1	74422504	74423400	-
chr1	74432776	74444847	-
chr1	74472206	74552403	-
chr1	74552601	74586657	+
chr1	74607923	74647974	-
chr1	74633975	74641132	+
chr1	74708318	74754689	+
chr1	74744736	74745407	-
chr1	74759042	74762232	-
chr1	74759098	74791370	+
chr1	74863119	74863584	-
chr1	74863578	74880091	+
chr1	75120242	75121828	-
chr1	75121543	75123376	+
chr1	75129796	75139704	-
chr1	75137424	75152229	+
chr1	75164742	75215847	-
chr1	75165215	75171365	+
chr1	75188699	75197548	+
chr1	75205628	75215076	+
chr1	75232196	75233468	-
chr1	75232981	75244480	+
chr1	75248207	75248638	-
chr1	75301849	75313962	-
chr1	75313637	75314763	+
chr1	75393359	75441242	+
chr1	75395759	75397478	-
chr1	75517431	75518433	-
chr1	75518097	75537776	+
chr1	77276363	77277259	+
chr1	78405486	78486057	-
chr1	78481325	78489213	+
chr1	78533573	78534211	-
chr1	78534623	78535285	+
chr1	78654432	78711191	+
chr1	78780401	78780626	-
chr1	79596663	79616493	-
chr1	79632749	79647337	-
chr1	79652278	79668505	-
chr1	79687201	79712048	-
chr1	79726977	79759535	-
chr1	79772282	79772557	-
chr1	79772680	79780166	+
chr1	80250910	80337327	-
chr1	80336808	80350380	+
chr1	80444301	80444652	-
chr1	80491116	80684366	-
chr1	80632404	80634211	+
chr1	80688777	80755298	-
chr1	80781956	80782236	+
chr1	82279588	82279925	-
chr1	82280005	82280609	+
chr1	82312566	82313143	-
chr1	82313143	82392860	+
chr1	82399619	82416313	+
chr1	82433397	82450952	+
chr1	82697831	82698210	-
chr1	82720741	82721711	-
chr1	82721052	82767338	+
chr1	82828044	82828508	-
chr1	82828677	82829569	+
chr1	82836022	82914733	+
chr1	84019873	84118268	-
chr1	84124805	84157859	-
chr1	84164461	84260075	-
chr1	84247537	84248141	+
chr1	84265764	84281157	-
chr1	84346592	84346853	-
chr1	84356769	84360650	+
chr1	84403779	84404233	+
chr1	84557856	84558549	-
chr1	84558752	84559874	+
chr1	84714947	84837181	-
chr1	84836098	84853256	+
chr1	84877748	84879455	-
chr1	84878546	84880192	+
chr1	84932177	84932411	-
chr1	87542690	87614587	+
chr1	87599767	87600639	-
chr1	87609351	87648483	-
chr1	87632463	87633265	+
chr1	87648266	87648588	+
chr1	87666998	87667831	+
chr1	87689566	87691276	-
chr1	87690001	87755652	+
chr1	87790959	87792207	-
chr1	87791134	87810098	+
chr1	87961214	88046035	+
chr1	87995594	88008586	-
chr1	88020732	88022718	-
chr1	88049056	88051262	-
chr1	88109805	88134601	+
chr1	88124730	88131039	-
chr1	88239241	88255991	-
chr1	88256208	88264872	+
chr1	88325039	88339919	-
chr1	88326933	88341824	+
chr1	88362679	88369845	+
chr1	88367334	88369366	-
chr1	88375423	88375833	-
chr1	88382975	88389486	-
chr1	88384268	88389344	+
chr1	88396799	88401131	-
chr1	88400754	88401881	+
chr1	88418392	88425745	-
chr1	88422295	88432239	+
chr1	88435472	88479130	-
chr1	88479476	88513059	+
chr1	88599988	88600390	-
chr1	88600367	88624697	+
chr1	88629520	88670805	+
chr1	88677645	88682441	+
chr1	88686514	88829375	+
chr1	88887462	88955472	+
chr1	88932130	88932475	-
chr1	89076381	89077531	-
chr1	89077757	89078553	+
chr1	89106855	89110843	-
chr1	89110458	89150005	+
chr1	89223221	89223448	-
chr1	89223576	89355572	+
chr1	89504331	89504616	+
chr1	89516663	89626274	+
chr1	89533728	89537081	-
chr1	89652598	89707294	+
chr1	89724443	89725043	-
chr1	89744274	89859184	+
chr1	89745812	89751098	-
chr1	89829585	89905153	-
chr1	89904438	89905327	+
chr1	89973245	89973866	-
chr1	89990505	89991679	-
chr1	89990860	90124927	+
chr1	90031088	90031294	-
chr1	90154531	90174201	-
chr1	90173446	90174808	+
chr1	90464052	90464374	+
chr1	90551607	90551976	+
chr1	90589645	90598717	-
chr1	90598774	90600000	+
chr1	90966030	90966648	-
chr1	90966199	90971659	+
chr1	91351432	91401106	+
chr1	91459691	91801582	+
chr1	91463451	91476631	-
chr1	92499407	92500002	-
chr1	92500039	92515230	+
chr1	92663441	92664167	-
chr1	92893263	92895281	-
chr1	92895326	93036202	+
chr1	92920158	92920661	-
chr1	93083968	93084245	-
chr1	93146211	93148075	-
chr1	93146895	93219611	+
chr1	93194501	93196465	-
chr1	93262407	93295408	-
chr1	93295463	93296436	+
chr1	93305025	93316761	-
chr1	93309943	93312459	+
chr1	93333979	93334491	-
chr1	93350720	93355309	-
chr1	93391237	93413624	+
chr1	93431217	93432588	+
chr1	93436504	93437020	-
chr1	93815011	93902529	-
chr1	93962600	93988851	-
chr1	93993297	94077464	-
chr1	94076212	94082182	+
chr1	94332718	94370354	-
chr1	94370486	94370958	+
chr1	94530624	94538549	-
chr1	94538574	94539012	+
chr1	94572017	94573044	-
chr1	94572562	94573472	+
chr1	94638648	94639065	-
chr1	94728198	94742157	+
chr1	94746435	94760836	+
chr1	94798428	94807330	-
chr1	94803541	94820806	+
chr1	94826068	94831273	-
chr1	94830929	94855617	+
chr1	94868876	94886501	+
chr1	94869323	94869605	-
chr1	94965619	94968056	-
chr1	95014914	95015558	-
chr1	95021433	95021972	-
chr1	95186880	95202455	-
chr1	95240207	95270556	+
chr1	95297387	95376019	-
chr1	95375066	95413194	+
chr1	95472215	95489886	+
chr1	95511882	95532324	-
chr1	95532572	95533021	+
chr1	95593321	95621490	-
chr1	95625725	95651181	-
chr1	95651563	95734836	+
chr1	95684836	95700460	-
chr1	95720767	95722094	-
chr1	95746159	95753256	+
chr1	97207887	97210642	-
chr1	97210192	97237542	+
chr1	97347212	97347565	-
chr1	97469318	97564546	-
chr1	97540946	97541589	+
chr1	97554121	97554890	+
chr1	97560986	97569931	+
chr1	99482780	99559575	-
chr1	99556277	99559595	+
chr1	99597706	99667563	-
chr1	99666744	99693857	+
chr1	99710047	99761641	-
chr1	99769156	99823228	-
chr1	99828772	99992213	-
chr1	99991529	99992422	+
chr1	103761810	103799277	-
chr1	103798907	103799294	+
chr1	107352556	107353023	+
chr1	107404293	107464426	-
chr1	107471073	107502846	-
chr1	107512628	107560257	-
chr1	107559858	107657985	+
chr1	107674794	107729943	+
chr1	107678288	107678497	-
chr1	107736256	107754863	+
chr1	107865870	107890408	-
chr1	107868403	107868907	+
chr1	107884887	107945859	+
chr1	107962144	107963197	+
chr1	108059052	108059368	-
chr1	108068367	108190020	+
chr1	108199504	108297066	+
chr1	108484154	108486911	-
chr1	108524095	108525136	+
chr1	108544420	108564405	-
chr1	108571649	108693248	-
chr1	108656400	108656792	+
chr1	108693315	108694339	+
chr1	108779569	108780287	+
chr1	109486546	109510086	+
chr1	109486617	109487196	-
chr1	115800537	115800838	-
chr1	120186240	120207802	-
chr1	120208060	120208457	+
chr1	120218416	120235127	+
chr1	120282804	120285913	-
chr1	120284840	120477872	+
chr1	120355030	120355336	-
chr1	120355348	120355846	-
chr1	120486102	120511466	+
chr1	121361654	121401352	-
chr1	121400880	121401668	+
chr1	121407887	121423141	-
chr1	121422710	121427574	+
chr1	121803025	121809786	-
chr1	121959370	121972210	-
chr1	121970454	121974197	+
chr1	121996097	121997185	-
chr1	122005517	122019702	-
chr1	122017051	122034597	+
chr1	122071778	122161868	-
chr1	122133234	122134022	+
chr1	122148116	122148474	+
chr1	122161569	122162909	+
chr1	122190597	122191253	+
chr1	123190508	123224619	-
chr1	123224391	123235600	+
chr1	123321638	123328115	-
chr1	123327618	123408862	+
chr1	123446174	123464537	-
chr1	127281197	127332184	-
chr1	127325264	127325517	+
chr1	127330266	127338930	+
chr1	127337997	127338475	-
chr1	127347162	127347772	+
chr1	127403316	127405049	-
chr1	127404752	127406204	+
chr1	127455995	127457396	-
chr1	127457209	127497493	+
chr1	127573845	127615847	+
chr1	127620912	127625958	+
chr1	127630041	127653245	+
chr1	129100935	129103848	-
chr1	129101591	129389816	+
chr1	129167086	129167897	-
chr1	129663134	129671270	-
chr1	129670742	129712666	+
chr1	129765352	129771562	+
chr1	129778957	129788397	+
chr1	129793494	129846192	+
chr1	129846268	129851190	-
chr1	129855215	129888482	-
chr1	129875335	129888573	+
chr1	129901217	129901589	+
chr1	129910825	129911467	+
chr1	129998820	129999573	-
chr1	129999892	130180752	+
chr1	130224205	130313993	-
chr1	130313473	130314379	+
chr1	130482055	130489727	-
chr1	130487531	130489574	+
chr1	130601996	130603157	+
chr1	130608620	130609563	-
chr1	130618336	130618872	-
chr1	130643542	130643858	-
chr1	132320341	132356318	-
chr1	132580087	132613992	-
chr1	132612660	132641408	+
chr1	132942407	132994441	-
chr1	133007213	133007985	+
chr1	133034922	133035492	+
chr1	133049293	133049741	-
chr1	133049757	133082461	+
chr1	133066805	133096813	-
chr1	133096000	133096264	+
chr1	133141578	133198604	-
chr1	133141831	133149567	+
chr1	133173724	133184060	+
chr1	133190816	133191150	+
chr1	133205547	133268437	-
chr1	133273003	133425503	-
chr1	133281283	133281694	+
chr1	133421911	133429132	+
chr1	133576456	133576915	+
chr1	133584213	133587915	-
chr1	133585271	133629430	+
chr1	133723843	133724440	-
chr1	133743486	133745912	+
chr1	133762917	133764597	-
chr1	133763830	133779326	+
chr1	133806929	133807981	-
chr1	133807017	133841958	+
chr1	133901710	133907607	-
chr1	133904141	133943772	+
chr1	134001370	134039625	-
chr1	134030295	134037747	+
chr1	134208372	134232720	+
chr1	134208433	134209050	-
chr1	134213233	134215316	-
chr1	134237792	134242704	-
chr1	134238541	134281480	+
chr1	134265892	134267709	-
chr1	134313383	134314050	-
chr1	134314143	134368046	+
chr1	134349073	134373664	-
chr1	134373951	134409715	+
chr1	134854761	134921962	-
chr1	134922030	134923575	+
chr1	134930080	134930911	+
chr1	134930674	134930982	-
chr1	135015002	135017254	+
chr1	135023952	135030165	-
chr1	135025912	135042674	+
chr1	135314276	135314977	-
chr1	135494067	135557981	-
chr1	135557640	135558515	+
chr1	135957037	135962100	-
chr1	135957614	135960947	+
chr1	135969020	135980338	-
chr1	135988915	135995885	-
chr1	135989861	135996654	+
chr1	136086396	136093104	-
chr1	136189251	136201736	-
chr1	136199566	136202247	+
chr1	136236365	136258585	-
chr1	136258619	136259631	+
chr1	136274692	136296448	-
chr1	136302130	136302807	-
chr1	136302259	136334298	+
chr1	136311080	136316401	-
chr1	136351432	136408743	+
chr1	136390412	136391878	-
chr1	136453081	136456626	-
chr1	136453270	136537854	+
chr1	136644136	136793031	-
chr1	136805821	136852524	-
chr1	136859157	136859482	+
chr1	137025634	137029755	-
chr1	137026318	137056093	+
chr1	137040597	137044110	-
chr1	137128644	137129804	+
chr1	137157181	137210333	-
chr1	137177461	137180983	+
chr1	137210404	137210834	+
chr1	137263653	137588256	-
chr1	137516667	137517716	+
chr1	137528314	137539323	+
chr1	137556339	137557201	+
chr1	137565883	137567076	+
chr1	137583492	137589924	+
chr1	137619210	137626050	-
chr1	137625749	137650827	+
chr1	137662707	137671111	+
chr1	138023016	138038324	-
chr1	138023797	138079166	+
chr1	138158520	138242638	-
chr1	138306911	138312139	-
chr1	138311854	138318425	+
chr1	138505658	138506113	+
chr1	138520426	138521428	-
chr1	138521514	138541478	+
chr1	138580743	138582458	+
chr1	138581683	138582008	-
chr1	139640008	139648435	-
chr1	139648228	139648845	+
chr1	139795118	139876066	+
chr1	139956662	140071892	-
chr1	140055771	140056286	+
chr1	140070572	140072318	+
chr1	140140696	140141332	+
chr1	140219516	140219978	+
chr1	140239463	140240168	-
chr1	140240285	140241148	+
chr1	140244686	140245164	-
chr1	140245291	140245659	+
chr1	140372796	140516782	-
chr1	140515933	140519346	+
chr1	140746832	140753427	-
chr1	140856739	141012586	+
chr1	140858490	140861022	-
chr1	141019364	141085465	+
chr1	141318255	141318769	-
chr1	141318864	141353970	+
chr1	141339476	141339758	-
chr1	141967682	142029335	-
chr1	142039466	142079884	-
chr1	144989840	144990927	-
chr1	145439739	145549973	-
chr1	145586072	145587230	-
chr1	145586706	145602581	+
chr1	145594433	145606585	-
chr1	145610913	145624176	-
chr1	145624397	145663578	+
chr1	145763468	145765683	-
chr1	145763853	145765795	+
chr1	145846106	145851281	-
chr1	145850007	145852518	+
chr1	146046890	146051314	-
chr1	146050308	146053843	+
chr1	146088502	146096269	-
chr1	146153881	146154323	-
chr1	146165214	146166317	+
chr1	146593196	146622606	-
chr1	151688225	151689340	+
chr1	151716116	151725234	-
chr1	151793755	151808599	-
chr1	152207639	152240750	-
chr1	152224608	152224968	+
chr1	152239960	152307282	+
chr1	152872188	152872482	-
chr1	152872491	152872825	+
chr1	153085504	153098098	-
chr1	153097417	153098747	+
chr1	153117950	153118394	+
chr1	153134368	153134938	-
chr1	153177879	153192392	-
chr1	153190174	153218134	+
chr1	153202852	153276223	-
chr1	153275730	153313427	+
chr1	153307433	153348049	-
chr1	153348201	153348425	+
chr1	153531928	153537079	+
chr1	153532233	153534005	-
chr1	153564857	153570237	+
chr1	153599494	153602174	-
chr1	153602471	153673106	+
chr1	153738932	153740428	-
chr1	153794758	153795417	-
chr1	153794814	153795957	+
chr1	154216037	154233811	-
chr1	154353683	154472260	-
chr1	154465353	154473528	+
chr1	154515624	154518019	+
chr1	154515693	154516953	-
chr1	154529386	154535245	-
chr1	154529915	154537088	+
chr1	154548828	154552404	-
chr1	154550155	154552952	+
chr1	154613745	154626673	+
chr1	154651861	154657060	-
chr1	154652234	154690405	+
chr1	154676422	154750235	-
chr1	154749933	154751592	+
chr1	155061161	155179922	-
chr1	155179665	155182078	+
chr1	155250713	155262907	-
chr1	155261513	155262595	+
chr1	155271822	155272401	-
chr1	155272274	155273346	+
chr1	155289922	155339251	-
chr1	155334040	155335615	+
chr1	155349272	155350231	-
chr1	155596127	155616546	+
chr1	155650157	155650806	-
chr1	155650330	155651676	+
chr1	155747042	155761529	+
chr1	155944619	155944879	-
chr1	156896034	156899422	-
chr1	156905545	156906700	-
chr1	156920897	156922952	-
chr1	156929734	156930530	-
chr1	156930806	156932417	+
chr1	156940030	156946768	-
chr1	156972307	156981018	-
chr1	156992261	156993932	-
chr1	156992936	156993793	+
chr1	157005825	157061308	+
chr1	157116448	157264548	-
chr1	157405235	157448703	+
chr1	157625301	157629279	-
chr1	157653429	157660002	-
chr1	157680731	157820752	-
chr1	157819591	157821090	+
chr1	157845762	157887926	-
chr1	157882531	157919710	+
chr1	158350866	158351403	+
chr1	158350922	158404406	-
chr1	158397834	158405319	+
chr1	158454437	158454820	+
chr1	158488681	158490783	-
chr1	158488907	158596150	+
chr1	158545755	158547173	-
chr1	158575622	158649146	-
chr1	158604549	158605335	+
chr1	158926525	158926795	-
chr1	158926821	158927204	+
chr1	159226707	159227624	-
chr1	159283162	159342729	-
chr1	159349956	159350931	+
chr1	159374684	159381436	-
chr1	159388689	159390249	+
chr1	161116747	161117065	-
chr1	161160002	161163608	-
chr1	161162037	161294325	+
chr1	161819533	161819737	-
chr1	161974279	161974601	-
chr1	162004581	162009632	+
chr1	162124850	162147643	-
chr1	162125377	162146468	+
chr1	162164002	162165179	-
chr1	162210991	162211465	+
chr1	162836163	162837021	-
chr1	162836539	162921620	+
chr1	162930859	162965019	-
chr1	162964722	162973321	+
chr1	162969382	162972410	-
chr1	162983270	163000776	-
chr1	163001051	163018287	+
chr1	163006235	163007275	-
chr1	163014568	163061624	-
chr1	163061709	163063289	+
chr1	163163610	163181293	-
chr1	163431169	163431497	+
chr1	163738733	163806803	-
chr1	163806537	163807962	+
chr1	163899317	163912716	+
chr1	163929104	163929776	+
chr1	163934789	163935981	+
chr1	163935255	163935728	-
chr1	164461769	164478694	-
chr1	164478749	164479546	+
chr1	164492756	164501672	-
chr1	164493669	164551300	+
chr1	164555250	164555628	-
chr1	164596354	164670678	-
chr1	164670762	164671206	+
chr1	164805476	164806669	-
chr1	165308041	165333803	-
chr1	165334098	165334311	+
chr1	165709850	165713174	+
chr1	165851728	165860855	-
chr1	165859906	165892103	+
chr1	165924992	165930579	+
chr1	166177018	166178964	-
chr1	166205165	166205659	-
chr1	166205705	166212631	+
chr1	166215699	166237590	-
chr1	166237818	166249078	+
chr1	166270833	166271514	+
chr1	166364771	166375033	-
chr1	167100686	167124494	-
chr1	167123854	167125551	+
chr1	167138235	167167082	-
chr1	167167234	167167586	+
chr1	167251855	167334677	-
chr1	167341616	167342978	-
chr1	167350305	167374485	-
chr1	167381251	167391088	-
chr1	167390695	167421217	+
chr1	167571752	167576456	+
chr1	167572389	167638379	-
chr1	167692629	167699411	-
chr1	167693226	167712724	+
chr1	167790974	167932765	-
chr1	167931394	167934178	+
chr1	168067054	168068451	-
chr1	168067853	168069397	+
chr1	168243143	168246958	+
chr1	168305270	168310275	-
chr1	168309407	168326641	+
chr1	168317642	168339964	-
