chr	start	end	strand
chr1	30995807	30997146	-
chr1	30997147	31006612	-
chr1	31006225	31008366	+
chr1	31006767	31007032	-
chr1	31106508	31107262	-
chr1	31107372	31108339	+
chr1	33510625	33726631	-
chr1	33726654	33727417	+
chr1	33726888	33727226	-
chr1	33728175	33729360	+
chr1	33776738	33783898	+
chr1	33814696	33817230	-
chr1	33817913	33818563	-
chr1	33818586	33871273	-
chr1	33965064	33965875	+
chr1	33980807	33981158	+
chr1	34068699	34365490	+
chr1	34469078	34470987	-
chr1	34472390	34473124	-
chr1	34473767	34473986	-
chr1	34481180	34489947	-
chr1	34489948	34490093	-
chr1	34490094	34490239	-
chr1	34490172	34492630	+
chr1	34490703	34491420	-
chr1	34491489	34491853	-
chr1	34492011	34493501	-
chr1	34493502	34496534	-
chr1	34496258	34496517	+
chr1	34496663	34502636	+
chr1	34502637	34508195	+
chr1	34521166	34524076	+
chr1	34521211	34521629	-
chr1	34525011	34525744	-
chr1	34526768	34527283	-
chr1	34527710	34530655	+
chr1	34529193	34530576	-
chr1	34530656	34536936	+
chr1	34537854	34538916	+
chr1	34541153	34542792	-
chr1	34858551	34869614	+
chr1	34862017	34862466	-
chr1	34862561	34870059	-
chr1	34869727	34870461	+
chr1	34870062	34899865	-
chr1	34871212	34874329	+
chr1	34899915	34900902	+
chr1	34902755	34903167	-
chr1	34903747	34905329	-
chr1	34905814	34908575	-
chr1	34906819	34936422	+
chr1	34915130	34915682	-
chr1	34936462	34938820	+
chr1	34939336	34941689	+
chr1	36121999	36122576	+
chr1	36124691	36125076	-
chr1	36125231	36163343	+
chr1	36163344	36167121	+
chr1	36181936	36182338	-
chr1	36183493	36183869	+
chr1	36184905	36188162	-
chr1	36186162	36188048	+
chr1	36188921	36191738	-
chr1	36190141	36191241	+
chr1	36192009	36196731	-
chr1	36197314	36301177	-
chr1	36301267	36303145	+
chr1	36318646	36321445	-
chr1	36319213	36319616	+
chr1	36321446	36330307	-
chr1	36327735	36329009	+
chr1	36329663	36331313	+
chr1	36364570	36380916	+
chr1	36380809	36381348	-
chr1	36380962	36383388	+
chr1	36382754	36385031	-
chr1	36385699	36388144	-
chr1	36388634	36392541	-
chr1	36392573	36426003	-
chr1	36467664	36468333	-
chr1	36468898	36474759	-
chr1	36475168	36479806	-
chr1	36480032	36502099	-
chr1	36503130	36503610	+
chr1	36526402	36527109	-
chr1	36527155	36528233	+
chr1	36527635	36528347	-
chr1	36528424	36565655	+
chr1	36565770	36567281	+
chr1	36568317	36569081	-
chr1	36568712	36584780	+
chr1	36584506	36587316	-
chr1	36585132	36590301	+
chr1	36587387	36588054	-
chr1	36589715	36592553	-
chr1	36592609	36594964	-
chr1	36595139	36597516	-
chr1	36599639	36604083	-
chr1	36604823	36605298	-
chr1	36605499	36614448	-
chr1	36613487	36614671	+
chr1	36615694	36616629	+
chr1	36747769	36748256	-
chr1	36748503	36750028	+
chr1	36750281	36753442	+
chr1	36752868	36756027	-
chr1	36756028	36766821	-
chr1	36766012	36767283	+
chr1	36846322	36849011	-
chr1	36849186	36996416	-
chr1	36996417	36996495	-
chr1	36996801	36998477	+
chr1	36997247	36997498	-
chr1	37057367	37057693	+
chr1	37356708	37467578	+
chr1	37374252	37374919	-
chr1	37467604	37480139	+
chr1	37470904	37472000	-
chr1	37472556	37473900	-
chr1	37473901	37486897	-
chr1	37481758	37483343	+
chr1	37484022	37484844	+
chr1	37485795	37486443	+
chr1	37487006	37495976	+
chr1	37493313	37495443	-
chr1	37496022	37500168	+
chr1	37496181	37593084	-
chr1	37531155	37531767	+
chr1	37534924	37535429	+
chr1	37548827	37549033	+
chr1	37596109	37596919	-
chr1	37598052	37598315	+
chr1	37841657	37921969	-
chr1	37917358	37917577	+
chr1	37921797	37922779	+
chr1	37929006	37931100	+
chr1	37930209	37934285	-
chr1	37935690	37947251	-
chr1	37937986	37938589	+
chr1	37947000	37947389	+
chr1	37947390	37955202	+
chr1	37955413	37957938	+
chr1	37958740	37958986	+
chr1	38038171	38040692	-
chr1	38040693	38054096	-
chr1	38053814	38054632	+
chr1	38054287	38054921	-
chr1	38054825	38112476	+
chr1	38069842	38070206	-
chr1	38100820	38109536	-
chr1	38109657	38186559	-
chr1	38112477	38115727	+
chr1	38186669	38187197	+
chr1	39043746	39044560	-
chr1	39044658	39053914	+
chr1	39054103	39057835	+
chr1	39251728	39419737	+
chr1	39346675	39347450	-
chr1	39358432	39359276	-
chr1	39362716	39364199	-
chr1	39366219	39366572	-
chr1	39369832	39370712	-
chr1	39422182	39424700	-
chr1	39424737	39428803	+
chr1	39425248	39427554	-
chr1	39428375	39535611	-
chr1	39428804	39435492	+
chr1	39535660	39537614	+
chr1	39538125	39540562	+
chr1	39549981	39550667	-
chr1	39550195	39550913	+
chr1	39559621	39560304	-
chr1	39560052	39560391	+
chr1	39592644	39603771	+
chr1	39596879	39600444	-
chr1	39600524	39608139	-
chr1	39603772	39605883	+
chr1	39608140	39634240	-
chr1	39633905	39636552	+
chr1	39634641	39636294	-
chr1	39640238	39640810	+
chr1	39647297	39647950	+
chr1	39658907	39659505	-
chr1	39670284	39671946	-
chr1	39671408	39672240	+
chr1	39672732	39674077	-
chr1	39674609	39675221	-
chr1	39675257	39708064	-
chr1	39693183	39693868	+
chr1	39706972	39707514	+
chr1	39743572	39744297	-
chr1	39744157	39744902	+
chr1	39792984	39793349	+
chr1	39816284	39817116	+
chr1	39818300	39818936	-
chr1	39818367	39819525	+
chr1	39956924	39957582	-
chr1	39957830	40083178	+
chr1	40083179	40090752	+
chr1	40091349	40092179	+
chr1	40281919	40373041	+
chr1	40351680	40351961	-
chr1	40373074	40379262	+
chr1	40379904	40380549	+
chr1	40381468	40422216	+
chr1	40422577	40423100	+
chr1	40424035	40425291	+
chr1	40648328	40687589	+
chr1	40656494	40657187	-
chr1	40687921	40690879	+
chr1	40826209	40826916	-
chr1	40839430	40839678	-
chr1	40846104	40847522	-
chr1	40847577	40849396	+
chr1	42820533	42821104	+
chr1	42908110	42962532	+
chr1	42962904	42968394	+
chr1	42969047	42969588	+
chr1	43098865	43099462	-
chr1	43100028	43104075	-
chr1	43104093	43155496	-
chr1	43149343	43151449	+
chr1	43151992	43154434	+
chr1	43155563	43172785	+
chr1	43173648	43179636	+
chr1	43181596	43181908	+
chr1	43186076	43186746	+
chr1	43502020	43502537	-
chr1	43502613	43627413	+
chr1	43519444	43519730	-
chr1	43530612	43531522	-
chr1	43577579	43577999	-
chr1	43627442	43635536	+
chr1	43637063	43637484	+
chr1	43791456	43792044	-
chr1	43793068	43803491	-
chr1	43804974	43805619	-
chr1	43806223	43806851	-
chr1	43807428	43884596	-
chr1	43884848	43887262	+
chr1	43988439	43990757	-
chr1	43990838	44059835	+
chr1	44059836	44073031	+
chr1	44139723	44142493	-
chr1	44143467	44159259	-
chr1	44159376	44160231	+
chr1	44159566	44160126	-
chr1	44160692	44162113	-
chr1	44163656	44175656	-
chr1	44175657	44176806	-
chr1	44175801	44176722	+
chr1	44176801	44201509	+
chr1	44201635	44204130	+
chr1	44204364	44204631	-
chr1	44204750	44238093	+
chr1	44238562	44240886	+
chr1	44520783	44521094	-
chr1	44608556	44844916	+
chr1	45368476	45406546	+
chr1	45407306	45410074	+
chr1	45429323	45429840	-
chr1	45431455	45559960	-
chr1	45851749	45852218	-
chr1	45852326	45880454	+
chr1	45880467	45882480	+
chr1	45883079	45883423	+
chr1	45884001	45884897	+
chr1	45922756	45923513	+
chr1	45924901	45925717	-
chr1	45925700	45926808	+
chr1	45937489	45938427	-
chr1	45938247	45938980	+
chr1	45962313	45963924	-
chr1	45979252	45982390	-
chr1	45982480	45982921	+
chr1	46132797	46133028	-
chr1	46431077	46431150	+
chr1	46860953	46864130	-
chr1	46864644	46910401	-
chr1	46909253	46912382	+
chr1	46910566	46911051	-
chr1	46930519	46930849	+
chr1	48519064	48519138	-
chr1	51345973	51346785	+
chr1	51350876	51359781	+
chr1	51362158	51362844	+
chr1	51519294	51526322	-
chr1	51526323	51535272	-
chr1	51535428	51538090	+
chr1	51536794	51537223	-
chr1	51538188	51539389	+
chr1	51550403	51550752	-
chr1	51550892	51551323	+
chr1	51557522	51558312	-
chr1	51565421	51566003	-
chr1	51576818	51577254	-
chr1	51577386	51577976	+
chr1	51582683	51583083	+
chr1	51585680	51586741	-
chr1	51586709	51587259	+
chr1	51807406	51972777	-
chr1	51964747	51964960	+
chr1	52169007	52170621	-
chr1	52175525	52176845	-
chr1	52176284	52218617	+
chr1	52216185	52220182	-
chr1	52218866	52229470	+
chr1	52220295	52290126	-
chr1	52230241	52230467	+
chr1	52288904	52289554	+
chr1	52290240	52291006	+
chr1	52505869	52512668	-
chr1	52512669	52557140	-
chr1	52556761	52560736	+
chr1	52561363	52561931	+
chr1	52563012	52564566	+
chr1	52566011	52566403	+
chr1	52567932	52568397	+
chr1	52569176	52570559	+
chr1	52571152	52575374	+
chr1	52575911	52576433	+
chr1	52577047	52580869	+
chr1	52582482	52584315	+
chr1	52584868	52585994	+
chr1	52687553	52708775	+
chr1	52707638	52708387	-
chr1	52708969	52709594	-
chr1	52709348	52710743	+
chr1	52713115	52783699	-
chr1	52783713	52784888	+
chr1	52822327	52822992	+
chr1	52825303	52826035	-
chr1	52834622	52835108	-
chr1	52839691	52840355	-
chr1	52841064	52844640	-
chr1	52845099	52846036	-
chr1	52846272	52874575	-
chr1	52901099	52902124	-
chr1	52901880	52977734	+
chr1	52977928	52978137	+
chr1	52982041	52983071	+
chr1	53239814	53243738	-
chr1	53244587	53245126	-
chr1	53246074	53353861	-
chr1	53353931	53367088	+
chr1	53367284	53370499	+
chr1	53369911	53370477	-
chr1	53370500	53379111	+
chr1	53381791	53382041	+
chr1	53383863	53384862	+
chr1	53397623	53401475	-
chr1	53401476	53409548	-
chr1	53409588	53409802	+
chr1	53806867	53809023	-
chr1	53809474	53812342	-
chr1	53812343	53842083	-
chr1	53842284	53842634	+
chr1	53880647	53881153	+
chr1	54307217	54307415	-
chr1	54433789	54434718	-
chr1	54435333	54437154	-
chr1	54437795	54443849	-
chr1	54450648	54454216	-
chr1	54454602	54495855	-
chr1	54519918	54523384	-
chr1	54524071	54529842	-
chr1	54529843	54614557	-
chr1	54614807	54615469	+
chr1	54618890	54620922	-
chr1	54620598	54621851	+
chr1	54642245	54642699	+
chr1	54678405	54678791	-
chr1	54680442	54683611	-
chr1	54685355	54687166	-
chr1	54691915	54695088	-
chr1	54695736	54702135	-
chr1	54702168	54983228	-
chr1	55033783	55041967	-
chr1	55041989	55084328	-
chr1	55084413	55085468	+
chr1	55085079	55085956	-
chr1	55085809	55086560	+
chr1	55108706	55109961	-
chr1	55109674	55129534	+
chr1	55129575	55130631	+
chr1	55131233	55134648	-
chr1	55131244	55136672	+
chr1	55134762	55144723	-
chr1	55145155	55148157	+
chr1	55148188	55151055	+
chr1	55184602	55185648	+
chr1	55185717	55188033	-
chr1	55188103	55211779	+
chr1	55211795	55219206	+
chr1	55219830	55220873	+
chr1	55220490	55220977	-
chr1	55255347	55272422	-
chr1	55272385	55273236	+
chr1	55293706	55293933	-
chr1	55294041	55296864	+
chr1	55296917	55299926	+
chr1	55300540	55300956	+
chr1	55301646	55302162	+
chr1	55305474	55306950	+
chr1	55308224	55308680	+
chr1	55310558	55311153	+
chr1	55464740	55781220	+
chr1	55563278	55564055	-
chr1	55863461	55863903	-
chr1	55864039	55865503	+
chr1	55865400	55865741	-
chr1	56769954	56770306	-
chr1	56838842	56839233	-
chr1	56853466	57028167	-
chr1	57029174	57030436	+
chr1	57029728	57030308	-
chr1	57434454	57442261	+
chr1	57440599	57444037	-
chr1	57442617	57446960	+
chr1	57444559	57444933	-
chr1	57445040	57463351	-
chr1	57447457	57447933	+
chr1	57448440	57450094	+
chr1	57463586	57472735	+
chr1	57463914	57464206	-
chr1	57472845	57476140	+
chr1	58003960	58004842	-
chr1	58005830	58011901	-
chr1	58012022	58026923	-
chr1	58026466	58027479	+
chr1	58051923	58052760	-
chr1	58438652	58440848	-
chr1	58441477	58442581	-
chr1	58442670	58449906	-
chr1	58449258	58449896	+
chr1	58449972	58463446	+
chr1	58463447	58468549	+
chr1	58463549	58464952	-
chr1	58465156	58468830	-
chr1	58468831	58480936	-
chr1	58480631	58481238	+
chr1	58482829	58487623	-
chr1	58487805	58502335	-
chr1	58501718	58504172	+
chr1	58504640	58519161	+
chr1	58514621	58515672	-
chr1	58517330	58518884	-
chr1	58519162	58520063	+
chr1	58519849	58561787	-
chr1	58561970	58564368	+
chr1	58565174	58568749	+
chr1	58575919	58579552	-
chr1	58579631	58643134	-
chr1	58643438	58652843	+
chr1	58652844	58656052	+
chr1	58709174	58710441	-
chr1	58709470	58712684	+
chr1	58712685	58716010	+
chr1	58767560	58771313	-
chr1	58767940	58770128	+
chr1	58770129	58815773	+
chr1	58778317	58778661	-
chr1	58782079	58782768	-
chr1	58783537	58784345	-
chr1	58799176	58800514	-
chr1	58816126	58820087	+
chr1	58827225	58827646	+
chr1	58830217	58830976	-
chr1	58830396	58831130	+
chr1	58851737	58852210	-
chr1	58852188	58904378	+
chr1	58859101	58859395	-
chr1	58860089	58860650	-
chr1	58904391	58912753	+
chr1	58954172	58955657	-
chr1	58956018	58957194	-
chr1	58957294	59030333	-
chr1	59030384	59051995	+
chr1	59051996	59054789	+
chr1	59157435	59176933	-
chr1	59176675	59180915	+
chr1	59212124	59294096	-
chr1	59294161	59294627	+
chr1	59313394	59313654	-
chr1	59356443	59373594	-
chr1	59372017	59374126	+
chr1	59515344	59515969	-
chr1	59515570	59516682	+
chr1	59521809	59522316	+
chr1	59532658	59533492	+
chr1	59536889	59537622	+
chr1	59537370	59538706	-
chr1	59538971	59543853	+
chr1	59543854	59549868	+
chr1	59689755	59696263	-
chr1	59696414	59727671	-
chr1	59727671	59735122	+
chr1	59735918	59736726	+
chr1	59741134	59741681	-
chr1	59741797	59768346	+
chr1	59768531	59775172	+
chr1	59775802	59778301	+
chr1	59817602	59819885	-
chr1	59819659	59821466	+
chr1	59819945	59820196	-
chr1	59820519	59821162	-
chr1	59821591	59927724	+
chr1	59927732	59945714	+
chr1	59946243	59947805	+
chr1	59948442	59950530	+
chr1	59968745	59969700	-
chr1	59969826	60042187	+
chr1	60042404	60047713	+
chr1	60048248	60056411	+
chr1	60057273	60058006	+
chr1	60124079	60124379	-
chr1	60125348	60126358	-
chr1	60127095	60128417	-
chr1	60129057	60133687	-
chr1	60133688	60155348	-
chr1	60155124	60206879	+
chr1	60209576	60209972	+
chr1	60210704	60212130	+
chr1	60213149	60216432	+
chr1	60236116	60237187	-
chr1	60237423	60391552	+
chr1	60391690	60398646	+
chr1	60398449	60400379	-
chr1	60400162	60444139	+
chr1	60444561	60444929	+
chr1	60446922	60448069	+
chr1	60466504	60538000	+
chr1	60516286	60517131	-
chr1	60518228	60518592	-
chr1	60521310	60521966	-
chr1	60522694	60523273	-
chr1	60523688	60525843	-
chr1	60526549	60540021	-
chr1	60538030	60541513	+
chr1	60540022	60623573	-
chr1	60542620	60545270	+
chr1	60546829	60547419	+
chr1	60549812	60550865	+
chr1	60623837	60624673	+
chr1	60635884	60636948	-
chr1	60636809	60637691	+
chr1	60683252	60684451	-
chr1	60684472	60685453	+
chr1	60709504	60709821	+
chr1	60760807	60761894	+
chr1	60803262	60830192	+
chr1	60830545	60833693	+
chr1	60835185	60835593	+
chr1	60909180	60909430	-
chr1	60914675	60915001	+
chr1	60997877	60998246	-
chr1	61685406	62482998	+
chr1	62725179	62726269	-
chr1	62725677	62726514	+
chr1	62748824	62749876	-
chr1	62749890	62865312	+
chr1	62751908	62753298	-
chr1	62766435	62768050	-
chr1	62770349	62771839	-
chr1	62865313	62869704	+
chr1	63087362	63087905	-
chr1	63088547	63089119	-
chr1	63089719	63092622	-
chr1	63093020	63094361	-
chr1	63094362	63160876	-
chr1	63160053	63161033	+
chr1	63160877	63161338	-
chr1	63161034	63204571	+
chr1	63184180	63184892	-
chr1	63186069	63190144	-
chr1	63190145	63223360	-
chr1	63223416	63227093	+
chr1	63227297	63230450	+
chr1	63493773	63494516	+
chr1	63777197	63799969	+
chr1	63800041	63803844	+
chr1	64070661	64082231	-
chr1	64082232	64168015	-
chr1	64165528	64167931	+
chr1	64168016	64168892	-
chr1	64168393	64170096	+
chr1	64235518	64236286	-
chr1	64236283	64236546	+
chr1	64239373	64239697	-
chr1	64245020	64245593	-
chr1	64341369	64342369	-
chr1	64342080	64343449	+
chr1	64347067	64352367	-
chr1	64347935	64350671	+
chr1	64351962	64353534	+
chr1	64354728	64355152	-
chr1	64384640	64385363	-
chr1	64390335	64390558	+
chr1	64402046	64402770	+
chr1	64406603	64407149	-
chr1	64408443	64409425	-
chr1	64409814	64410208	+
chr1	64419893	64421205	-
chr1	64420793	64423664	+
chr1	64569314	64574920	-
chr1	64575528	64579301	-
chr1	64579421	64651165	+
chr1	64646913	64648779	-
chr1	64649360	64651261	-
chr1	64651166	64657320	+
chr1	64651838	64652994	-
chr1	64653037	64663790	-
chr1	64662791	64663607	+
chr1	64663802	64666643	+
chr1	64667150	64671484	+
chr1	64685660	64685781	-
chr1	64736662	64737250	-
chr1	64737509	64737876	+
chr1	64738166	64772222	+
chr1	64772309	64772719	-
chr1	64772440	64774875	+
chr1	64773509	64775068	-
chr1	64777124	64784016	-
chr1	64784098	64784350	-
chr1	64824755	64825429	-
chr1	64826429	64827551	-
chr1	64828373	64835693	-
chr1	64835694	65003385	-
chr1	64974214	64975457	+
chr1	65003326	65003732	+
chr1	65040652	65041147	-
chr1	65153923	65154409	-
chr1	65158486	65160053	-
chr1	65158888	65161824	+
chr1	65200088	65201617	-
chr1	65201679	65205170	-
chr1	65205186	65233051	-
chr1	65224286	65226624	+
chr1	65233240	65325272	+
chr1	65325274	65332318	+
chr1	65333416	65334396	+
chr1	66746799	66747308	-
chr1	66747454	66766422	+
chr1	66761521	66761913	-
chr1	66762654	66764996	-
chr1	66765897	66864176	-
chr1	66766423	66818164	+
chr1	66818723	66824760	+
chr1	66825660	66826042	+
chr1	66827546	66828844	+
chr1	66830645	66831375	+
chr1	66832002	66832658	+
chr1	66834651	66835542	+
chr1	66836044	66837390	+
chr1	66862724	66864513	+
chr1	66864414	66877413	-
chr1	66877414	66909885	-
chr1	66909368	66910885	+
chr1	66911599	66912215	+
chr1	67040008	67042613	-
chr1	67043787	67044152	-
chr1	67046111	67046703	-
chr1	67048179	67085469	-
chr1	69562070	69562504	-
chr1	69637186	69732395	-
chr1	69732935	69733873	-
chr1	69733571	69734735	+
chr1	71146919	71147536	+
chr1	71149811	71150144	+
chr1	71603241	71604084	-
chr1	71603723	71625966	+
chr1	71626039	71630214	+
chr1	71627205	71632070	-
chr1	71632091	71699775	-
chr1	71699918	71701018	+
chr1	71777055	71777605	-
chr1	71777898	71778572	+
chr1	71829987	71830439	-
chr1	71830745	71832894	+
chr1	71833730	71834015	+
chr1	71835240	71835828	+
chr1	71962020	71963703	-
chr1	71963841	71964633	+
chr1	71983723	71985069	-
chr1	71985307	71985853	+
chr1	72012633	72021421	-
chr1	72014416	72015337	+
chr1	72034942	72035607	+
chr1	72059863	72060830	-
chr1	72152998	72153775	-
chr1	72153409	72154323	+
chr1	72201633	72205686	-
chr1	72205787	72258730	-
chr1	72243233	72244100	+
chr1	72247683	72248227	+
chr1	72272856	72274002	+
chr1	72274127	72274386	+
chr1	72283673	72285392	+
chr1	72290083	72290477	-
chr1	72290174	72290839	+
chr1	72290930	72292502	+
chr1	72297836	72298848	+
chr1	72300720	72301397	-
chr1	72301209	72304090	+
chr1	72304161	72304603	+
chr1	72308937	72310898	+
chr1	72329467	72330835	-
chr1	72353807	72354122	-
chr1	72354000	72357018	+
chr1	72474452	72475238	-
chr1	72475392	72476316	+
chr1	72610801	72611106	-
chr1	72628653	72630065	-
chr1	72629826	72683291	+
chr1	72757379	72757803	-
chr1	72757816	72760421	+
chr1	72760422	72765878	+
chr1	73951645	73952843	-
chr1	73953930	73956803	-
chr1	73956804	74061558	-
chr1	74044858	74049021	+
chr1	74236482	74237160	-
chr1	74237722	74238188	-
chr1	74240719	74241253	-
chr1	74247465	74247757	-
chr1	74273412	74274083	-
chr1	74274143	74274483	+
chr1	74282024	74283022	-
chr1	74283127	74314826	+
chr1	74283482	74284833	-
chr1	74314827	74321852	+
chr1	74323819	74326347	-
chr1	74326414	74331307	-
chr1	74331403	74334818	-
chr1	74331590	74379333	+
chr1	74334819	74350771	-
chr1	74350985	74351296	-
chr1	74414103	74415173	-
chr1	74414994	74415885	+
chr1	74421506	74422113	-
chr1	74421771	74432676	+
chr1	74422504	74423400	-
chr1	74432776	74434040	-
chr1	74432802	74434008	+
chr1	74434059	74435045	+
chr1	74436090	74439741	-
chr1	74436910	74438158	+
chr1	74438159	74443911	+
chr1	74439859	74440699	-
chr1	74441429	74441620	-
chr1	74442031	74443247	-
chr1	74443389	74444925	-
chr1	74443912	74445940	+
chr1	74472206	74472596	-
chr1	74472619	74472986	+
chr1	74476749	74482063	-
chr1	74481570	74482126	+
chr1	74482064	74552403	-
chr1	74484800	74485431	+
chr1	74485995	74486843	+
chr1	74552601	74577417	+
chr1	74577468	74582751	+
chr1	74607815	74611690	-
chr1	74611691	74634630	-
chr1	74633975	74634474	+
chr1	74634631	74640319	-
chr1	74634892	74638842	+
chr1	74639172	74639433	+
chr1	74640320	74647974	-
chr1	74640661	74641303	+
chr1	74708318	74744455	+
chr1	74744575	74749890	+
chr1	74744932	74745518	-
chr1	74750653	74753894	+
chr1	74754446	74754843	+
chr1	74758779	74760145	+
chr1	74759042	74760682	-
chr1	74760146	74784512	+
chr1	74784831	74791540	+
chr1	74863041	74863629	-
chr1	74863578	74870545	+
chr1	74872004	74872769	+
chr1	74876041	74876808	+
chr1	75012102	75012750	-
chr1	75015350	75121828	-
chr1	75121543	75123376	+
chr1	75128229	75130477	-
chr1	75130513	75131773	-
chr1	75131774	75138981	-
chr1	75138213	75139334	+
chr1	75138982	75139704	-
chr1	75139335	75144485	+
chr1	75144526	75150025	+
chr1	75151442	75152229	+
chr1	75164742	75165235	-
chr1	75165215	75168208	+
chr1	75166698	75167479	-
chr1	75168212	75169284	-
chr1	75168401	75171473	+
chr1	75171177	75176882	-
chr1	75176883	75177378	-
chr1	75177419	75188543	-
chr1	75188544	75194520	-
chr1	75188699	75195974	+
chr1	75194811	75207377	-
chr1	75196070	75197789	+
chr1	75205628	75207031	+
chr1	75207389	75212225	+
chr1	75208102	75211536	-
chr1	75211537	75215847	-
chr1	75212254	75213948	+
chr1	75214455	75215547	+
chr1	75232126	75233468	-
chr1	75232981	75242281	+
chr1	75242282	75245025	+
